Device address	Device ID	Factory Device ID	Firmware	Measurement mode	Gain	Speed	Y_AH_Cal (-)	TF_Cal (V/W)	Temp_Cal (°C)																																				
FF46	D2	12J692	 C3.8	H2   	1.005	Norm 	 0.999466	21.182169	23.924849																																				
Iteration	Time	Output (%)	Transfer (V/W)	Tsens (°C)	RH (%)	AH (kPa)	Corr transfer (-)	Utp (mV)	Ih (mA)	Uh (mV)	Ph (mW)	Usyst (V)	Alarm																																
280	13:50:53.99	21.1735	14.26999	25.19	35.98	1.2	0.675366	14.9747	1.30152	806.28	1.04939	3.26	0
281	13:50:54.29	21.1685	14.27118	25.18	35.98	1.1	0.675420	14.9758	1.30152	806.28	1.04938	3.26	0
282	13:50:54.59	21.1650	14.27209	25.18	35.98	1.1	0.675468	14.9764	1.30148	806.28	1.04935	3.26	0
283	13:50:54.89	21.1580	14.27377	25.19	35.98	1.2	0.675546	14.9782	1.30148	806.28	1.04936	3.26	0
284	13:50:55.19	21.1480	14.27615	25.19	35.98	1.2	0.675660	14.9808	1.30148	806.28	1.04936	3.26	0
285	13:50:55.49	21.1405	14.27804	25.19	35.98	1.2	0.675750	14.9829	1.30148	806.28	1.04936	3.26	0
286	13:50:55.79	21.1300	14.28056	25.19	35.98	1.2	0.675870	14.9855	1.30148	806.28	1.04936	3.26	0
287	13:50:56.09	21.1185	14.28343	25.18	35.98	1.1	0.676002	14.9882	1.30148	806.26	1.04934	3.26	0
288	13:50:56.39	21.1120	14.28504	25.18	35.98	1.1	0.676080	14.9902	1.30148	806.28	1.04936	3.26	0
289	13:50:56.69	21.1070	14.28630	25.19	35.98	1.2	0.676140	14.9919	1.30152	806.28	1.04939	3.26	0
290	13:50:56.99	21.1040	14.28700	25.19	35.98	1.2	0.676176	14.9915	1.30148	806.26	1.04932	3.26	0
291	13:50:57.29	21.1065	14.28644	25.18	35.98	1.1	0.676146	14.9915	1.30148	806.28	1.04935	3.26	0
292	13:50:57.59	21.1035	14.28721	25.18	35.98	1.1	0.676182	14.9922	1.30148	806.28	1.04934	3.26	0
293	13:50:57.89	21.1055	14.28665	25.19	35.98	1.2	0.676158	14.9921	1.30148	806.28	1.04938	3.26	0
294	13:50:58.19	21.1035	14.28714	25.19	35.98	1.2	0.676182	14.9921	1.30148	806.28	1.04935	3.26	0
295	13:50:58.49	21.1035	14.28714	25.19	35.98	1.2	0.676182	14.9921	1.30148	806.26	1.04934	3.26	0
296	13:50:58.79	21.1020	14.28749	25.19	35.98	1.2	0.676200	14.9928	1.30148	806.28	1.04936	3.26	0
297	13:50:59.09	21.1000	14.28798	25.19	35.98	1.2	0.676218	14.9931	1.30148	806.28	1.04935	3.26	0
298	13:50:59.39	21.1010	14.28770	25.19	35.98	1.2	0.676206	14.9932	1.30148	806.30	1.04938	3.26	0
299	13:50:59.69	21.0965	14.28889	25.19	35.98	1.2	0.676266	14.9938	1.30148	806.26	1.04933	3.26	0
300	13:50:59.99	21.0930	14.28973	25.19	35.98	1.2	0.676302	14.9949	1.30148	806.28	1.04935	3.26	0
301	13:51:00.29	21.0905	14.29029	25.19	35.98	1.2	0.676332	14.9955	1.30148	806.28	1.04935	3.26	0
302	13:51:00.59	21.0875	14.29106	25.19	35.98	1.2	0.676368	14.9961	1.30148	806.26	1.04933	3.26	0
303	13:51:00.89	21.0875	14.29099	25.19	35.98	1.2	0.676362	14.9962	1.30148	806.28	1.04935	3.26	0
304	13:51:01.19	21.0870	14.29120	25.19	35.98	1.2	0.676374	14.9963	1.30148	806.28	1.04933	3.26	0
305	13:51:01.49	21.0850	14.29169	25.19	35.98	1.2	0.676398	14.9967	1.30148	806.26	1.04933	3.26	0
306	13:51:01.79	21.0850	14.29169	25.19	35.98	1.2	0.676392	14.9967	1.30148	806.28	1.04933	3.26	0
307	13:51:02.09	21.0825	14.29232	25.18	35.98	1.1	0.676422	14.9980	1.30148	806.28	1.04938	3.26	0
308	13:51:02.39	21.0820	14.29253	25.18	35.98	1.1	0.676434	14.9983	1.30148	806.30	1.04938	3.26	0
309	13:51:02.69	21.0780	14.29337	25.19	35.98	1.2	0.676476	14.9997	1.30152	806.30	1.04941	3.26	0
310	13:51:02.99	21.0750	14.29407	25.19	35.98	1.2	0.676512	14.9995	1.30148	806.28	1.04935	3.26	0
311	13:51:03.29	21.0755	14.29393	25.19	35.98	1.2	0.676500	14.9996	1.30148	806.28	1.04936	3.26	0
312	13:51:03.59	21.0705	14.29519	25.19	35.98	1.2	0.676560	15.0011	1.30148	806.28	1.04938	3.26	0
313	13:51:03.89	21.0640	14.29687	25.19	35.98	1.2	0.676638	15.0030	1.30148	806.30	1.04939	3.26	0
314	13:51:04.19	21.0625	14.29722	25.19	35.98	1.2	0.676656	15.0030	1.30148	806.28	1.04936	3.26	0
315	13:51:04.49	21.0560	14.29876	25.19	35.98	1.2	0.676728	15.0044	1.30148	806.28	1.04935	3.26	0
316	13:51:04.79	21.0545	14.29918	25.19	35.98	1.2	0.676752	15.0052	1.30148	806.30	1.04938	3.26	0
317	13:51:05.09	21.0510	14.30002	25.19	35.98	1.2	0.676794	15.0056	1.30148	806.28	1.04934	3.26	0
318	13:51:05.39	21.0500	14.30023	25.19	35.98	1.2	0.676800	15.0064	1.30148	806.30	1.04938	3.26	0
319	13:51:05.69	21.0455	14.30135	25.19	35.98	1.2	0.676854	15.0072	1.30148	806.30	1.04936	3.26	0
320	13:51:05.99	21.0425	14.30205	25.19	35.98	1.2	0.676890	15.0077	1.30144	806.28	1.04934	3.26	0
321	13:51:06.29	21.0440	14.30170	25.19	35.98	1.2	0.676872	15.0072	1.30144	806.28	1.04933	3.26	0
322	13:51:06.59	21.0435	14.30191	25.19	35.98	1.2	0.676878	15.0077	1.30148	806.28	1.04935	3.26	0
323	13:51:06.89	21.0435	14.30191	25.18	35.98	1.1	0.676878	15.0081	1.30148	806.28	1.04938	3.26	0
324	13:51:07.19	21.0415	14.30240	25.18	35.98	1.1	0.676902	15.0085	1.30148	806.28	1.04937	3.26	0
325	13:51:07.49	21.0445	14.30163	25.19	35.98	1.2	0.676866	15.0076	1.30148	806.28	1.04936	3.26	0
326	13:51:07.79	21.0495	14.30037	25.19	35.98	1.2	0.676806	15.0067	1.30152	806.30	1.04939	3.26	0
327	13:51:08.09	21.0440	14.30177	25.19	35.98	1.2	0.676872	15.0072	1.30144	806.28	1.04933	3.26	0
328	13:51:08.39	21.0475	14.30086	25.19	35.98	1.2	0.676830	15.0066	1.30148	806.28	1.04935	3.26	0
329	13:51:08.69	21.0490	14.30044	25.19	35.98	1.2	0.676812	15.0064	1.30148	806.28	1.04936	3.26	0
330	13:51:08.99	21.0495	14.30044	25.19	35.98	1.2	0.676806	15.0068	1.30148	806.30	1.04939	3.26	0
331	13:51:09.29	21.0505	14.30016	25.19	35.98	1.2	0.676800	15.0066	1.30152	806.30	1.04940	3.26	0
332	13:51:09.59	21.0465	14.30121	25.19	35.98	1.2	0.676848	15.0073	1.30148	806.28	1.04938	3.26	0
333	13:51:09.89	21.0465	14.30114	25.19	35.98	1.2	0.676842	15.0072	1.30148	806.28	1.04936	3.26	0
334	13:51:10.19	21.0470	14.30100	25.19	35.98	1.2	0.676836	15.0071	1.30148	806.28	1.04937	3.26	0
335	13:51:10.49	21.0475	14.30086	25.19	35.98	1.2	0.676830	15.0067	1.30148	806.28	1.04936	3.26	0
336	13:51:10.79	21.0470	14.30093	25.19	35.98	1.2	0.676836	15.0072	1.30148	806.30	1.04938	3.26	0
337	13:51:11.09	21.0470	14.30107	25.19	35.98	1.2	0.676842	15.0067	1.30148	806.28	1.04934	3.26	0
338	13:51:11.39	21.0440	14.30177	25.19	35.98	1.2	0.676872	15.0076	1.30148	806.28	1.04935	3.26	0
339	13:51:11.69	21.0445	14.30156	25.19	35.98	1.2	0.676860	15.0076	1.30148	806.28	1.04938	3.26	0
340	13:51:11.99	21.0415	14.30240	25.19	36.01	1.2	0.676902	15.0080	1.30144	806.28	1.04933	3.26	0
341	13:51:12.29	21.0400	14.30275	25.19	36.01	1.2	0.676920	15.0086	1.30148	806.28	1.04935	3.26	0
342	13:51:12.59	21.0395	14.30289	25.19	35.98	1.2	0.676926	15.0090	1.30148	806.30	1.04938	3.26	0
343	13:51:12.89	21.0380	14.30317	25.19	35.98	1.2	0.676938	15.0093	1.30148	806.28	1.04937	3.26	0
344	13:51:13.19	21.0380	14.30317	25.19	36.01	1.2	0.676944	15.0094	1.30148	806.28	1.04937	3.26	0
345	13:51:13.49	21.0390	14.30296	25.19	36.01	1.2	0.676932	15.0093	1.30148	806.30	1.04939	3.26	0
346	13:51:13.79	21.0370	14.30338	25.19	36.01	1.2	0.676950	15.0097	1.30148	806.30	1.04938	3.26	0
347	13:51:14.09	21.0380	14.30317	25.19	36.01	1.2	0.676938	15.0088	1.30148	806.28	1.04934	3.26	0
348	13:51:14.39	21.0390	14.30296	25.19	35.98	1.2	0.676926	15.0097	1.30152	806.30	1.04942	3.26	0
349	13:51:14.69	21.0420	14.30226	25.19	35.98	1.2	0.676896	15.0087	1.30148	806.30	1.04939	3.26	0
350	13:51:14.99	21.0435	14.30184	25.19	36.01	1.2	0.676878	15.0088	1.30152	806.32	1.04944	3.26	0
351	13:51:15.29	21.0420	14.30219	25.19	36.01	1.2	0.676896	15.0085	1.30148	806.30	1.04939	3.26	0
352	13:51:15.59	21.0405	14.30254	25.19	36.01	1.2	0.676908	15.0087	1.30148	806.30	1.04938	3.26	0
353	13:51:15.89	21.0405	14.30261	25.19	36.01	1.2	0.676914	15.0091	1.30152	806.30	1.04940	3.26	0
354	13:51:16.19	21.0395	14.30275	25.19	36.01	1.2	0.676920	15.0090	1.30148	806.30	1.04938	3.26	0
355	13:51:16.49	21.0400	14.30261	25.20	36.01	1.2	0.676914	15.0097	1.30152	806.32	1.04944	3.26	0
356	13:51:16.79	21.0385	14.30296	25.20	36.01	1.2	0.676932	15.0093	1.30148	806.30	1.04938	3.26	0
357	13:51:17.09	21.0385	14.30303	25.19	36.01	1.2	0.676932	15.0099	1.30152	806.30	1.04942	3.26	0
358	13:51:17.39	21.0355	14.30380	25.19	36.01	1.2	0.676968	15.0100	1.30148	806.30	1.04937	3.26	0
359	13:51:17.69	21.0355	14.30380	25.19	36.01	1.2	0.676968	15.0097	1.30148	806.28	1.04936	3.26	0
360	13:51:17.99	21.0315	14.30478	25.19	35.98	1.2	0.677016	15.0111	1.30148	806.30	1.04938	3.26	0
361	13:51:18.29	21.0300	14.30506	25.20	35.98	1.2	0.677034	15.0112	1.30148	806.28	1.04936	3.26	0
362	13:51:18.59	21.0295	14.30513	25.20	36.01	1.2	0.677040	15.0108	1.30144	806.28	1.04933	3.26	0
363	13:51:18.89	21.0315	14.30478	25.19	36.01	1.2	0.677016	15.0107	1.30148	806.28	1.04935	3.26	0
364	13:51:19.19	21.0335	14.30429	25.19	36.01	1.2	0.676992	15.0104	1.30148	806.28	1.04936	3.26	0
365	13:51:19.49	21.0340	14.30415	25.20	36.01	1.2	0.676992	15.0106	1.30148	806.30	1.04939	3.26	0
366	13:51:19.79	21.0340	14.30401	25.20	36.01	1.2	0.676986	15.0106	1.30148	806.30	1.04939	3.26	0
367	13:51:20.09	21.0310	14.30485	25.19	36.01	1.2	0.677022	15.0115	1.30152	806.30	1.04940	3.26	0
368	13:51:20.39	21.0340	14.30415	25.19	36.01	1.2	0.676986	15.0100	1.30148	806.28	1.04935	3.26	0
369	13:51:20.69	21.0365	14.30359	25.19	36.01	1.2	0.676962	15.0100	1.30148	806.30	1.04939	3.26	0
370	13:51:20.99	21.0370	14.30345	25.19	36.01	1.2	0.676950	15.0104	1.30152	806.30	1.04942	3.26	0
371	13:51:21.29	21.0360	14.30373	25.19	36.01	1.2	0.676968	15.0099	1.30148	806.30	1.04937	3.26	0
372	13:51:21.59	21.0340	14.30422	25.19	36.01	1.2	0.676992	15.0106	1.30148	806.30	1.04938	3.26	0
373	13:51:21.89	21.0335	14.30429	25.19	36.01	1.2	0.676992	15.0106	1.30148	806.30	1.04938	3.26	0
374	13:51:22.19	21.0300	14.30520	25.19	35.98	1.2	0.677034	15.0112	1.30148	806.28	1.04936	3.26	0
375	13:51:22.49	21.0300	14.30513	25.19	35.98	1.2	0.677034	15.0114	1.30148	806.30	1.04938	3.26	0
376	13:51:22.79	21.0300	14.30520	25.19	35.98	1.2	0.677034	15.0111	1.30148	806.28	1.04935	3.26	0
377	13:51:23.09	21.0315	14.30485	25.19	35.98	1.2	0.677016	15.0112	1.30148	806.30	1.04938	3.26	0
378	13:51:23.39	21.0295	14.30520	25.19	36.01	1.2	0.677040	15.0116	1.30148	806.30	1.04938	3.26	0
379	13:51:23.69	21.0265	14.30597	25.20	36.01	1.2	0.677076	15.0122	1.30148	806.28	1.04936	3.26	0
380	13:51:23.99	21.0235	14.30667	25.20	36.01	1.2	0.677112	15.0130	1.30148	806.30	1.04938	3.26	0
381	13:51:24.29	21.0210	14.30737	25.19	36.01	1.2	0.677136	15.0136	1.30148	806.28	1.04936	3.26	0
382	13:51:24.59	21.0240	14.30660	25.19	36.01	1.2	0.677100	15.0134	1.30148	806.32	1.04941	3.26	0
383	13:51:24.89	21.0240	14.30667	25.19	36.01	1.2	0.677106	15.0130	1.30148	806.28	1.04937	3.26	0
384	13:51:25.19	21.0185	14.30793	25.19	36.01	1.2	0.677166	15.0135	1.30144	806.28	1.04932	3.26	0
385	13:51:25.49	21.0195	14.30758	25.20	36.01	1.2	0.677154	15.0138	1.30148	806.30	1.04936	3.26	0
386	13:51:25.79	21.0210	14.30730	25.20	36.01	1.2	0.677136	15.0139	1.30148	806.30	1.04939	3.26	0
387	13:51:26.09	21.0205	14.30751	25.19	36.01	1.2	0.677142	15.0141	1.30148	806.30	1.04939	3.26	0
388	13:51:26.39	21.0210	14.30737	25.19	36.01	1.2	0.677142	15.0139	1.30148	806.30	1.04938	3.26	0
389	13:51:26.69	21.0220	14.30709	25.19	36.01	1.2	0.677124	15.0139	1.30148	806.30	1.04941	3.26	0
390	13:51:26.99	21.0205	14.30751	25.19	36.01	1.2	0.677148	15.0138	1.30148	806.28	1.04936	3.26	0
391	13:51:27.29	21.0200	14.30758	25.19	36.01	1.2	0.677148	15.0138	1.30148	806.28	1.04936	3.26	0
392	13:51:27.59	21.0210	14.30730	25.19	36.01	1.2	0.677136	15.0142	1.30148	806.32	1.04941	3.26	0
393	13:51:27.89	21.0210	14.30737	25.19	36.01	1.2	0.677142	15.0140	1.30148	806.30	1.04939	3.26	0
394	13:51:28.19	21.0210	14.30730	25.19	36.01	1.2	0.677136	15.0139	1.30148	806.30	1.04938	3.26	0
395	13:51:28.49	21.0215	14.30709	25.20	36.01	1.2	0.677130	15.0141	1.30148	806.32	1.04941	3.26	0
396	13:51:28.79	21.0220	14.30709	25.20	36.01	1.2	0.677130	15.0135	1.30148	806.30	1.04938	3.26	0
397	13:51:29.09	21.0240	14.30653	25.20	36.01	1.2	0.677106	15.0130	1.30148	806.30	1.04938	3.26	0
398	13:51:29.39	21.0205	14.30744	25.20	36.01	1.2	0.677148	15.0136	1.30148	806.28	1.04936	3.26	0
399	13:51:29.69	21.0210	14.30730	25.20	36.01	1.2	0.677142	15.0137	1.30148	806.30	1.04937	3.26	0
400	13:51:29.99	21.0220	14.30702	25.20	35.98	1.2	0.677124	15.0142	1.30152	806.32	1.04942	3.26	0
401	13:51:30.29	21.0245	14.30653	25.20	35.98	1.2	0.677100	15.0129	1.30148	806.30	1.04938	3.26	0
402	13:51:30.59	21.0220	14.30702	25.20	35.98	1.2	0.677124	15.0132	1.30148	806.30	1.04936	3.26	0
403	13:51:30.89	21.0235	14.30667	25.20	35.98	1.2	0.677106	15.0144	1.30152	806.34	1.04947	3.26	0
404	13:51:31.19	21.0205	14.30737	25.20	35.98	1.2	0.677142	15.0141	1.30148	806.30	1.04939	3.26	0
405	13:51:31.49	21.0215	14.30723	25.19	35.98	1.2	0.677130	15.0137	1.30148	806.30	1.04938	3.26	0
406	13:51:31.79	21.0215	14.30730	25.19	35.98	1.2	0.677136	15.0140	1.30148	806.30	1.04939	3.26	0
407	13:51:32.09	21.0240	14.30653	25.20	35.98	1.2	0.677100	15.0132	1.30148	806.30	1.04939	3.26	0
408	13:51:32.39	21.0215	14.30716	25.20	35.98	1.2	0.677130	15.0136	1.30148	806.30	1.04938	3.26	0
409	13:51:32.69	21.0205	14.30751	25.19	35.98	1.2	0.677142	15.0136	1.30148	806.28	1.04935	3.26	0
410	13:51:32.99	21.0210	14.30744	25.19	35.98	1.2	0.677142	15.0141	1.30148	806.30	1.04939	3.26	0
411	13:51:33.29	21.0160	14.30856	25.19	35.98	1.2	0.677196	15.0147	1.30148	806.28	1.04935	3.26	0
412	13:51:33.59	21.0190	14.30786	25.19	35.98	1.2	0.677160	15.0153	1.30152	806.32	1.04944	3.26	0
413	13:51:33.89	21.0150	14.30877	25.20	35.98	1.2	0.677208	15.0153	1.30148	806.30	1.04938	3.26	0
414	13:51:34.19	21.0160	14.30849	25.20	35.98	1.2	0.677196	15.0152	1.30148	806.30	1.04939	3.26	0
415	13:51:34.49	21.0160	14.30863	25.20	35.98	1.2	0.677202	15.0155	1.30148	806.32	1.04941	3.26	0
416	13:51:34.79	21.0135	14.30919	25.20	35.98	1.2	0.677226	15.0156	1.30148	806.30	1.04937	3.26	0
417	13:51:35.09	21.0110	14.30975	25.20	35.98	1.2	0.677256	15.0165	1.30148	806.30	1.04939	3.26	0
418	13:51:35.39	21.0100	14.31003	25.20	35.98	1.2	0.677268	15.0166	1.30148	806.28	1.04938	3.26	0
419	13:51:35.69	21.0065	14.31094	25.19	35.98	1.2	0.677304	15.0172	1.30148	806.28	1.04936	3.26	0
420	13:51:35.99	21.0065	14.31101	25.19	35.98	1.2	0.677310	15.0171	1.30148	806.28	1.04934	3.26	0
421	13:51:36.29	21.0105	14.30996	25.19	35.98	1.2	0.677262	15.0165	1.30148	806.30	1.04938	3.26	0
422	13:51:36.59	21.0100	14.31010	25.19	35.98	1.2	0.677268	15.0161	1.30144	806.28	1.04933	3.26	0
423	13:51:36.89	21.0125	14.30947	25.19	35.98	1.2	0.677238	15.0160	1.30148	806.28	1.04937	3.26	0
424	13:51:37.19	21.0150	14.30884	25.19	35.98	1.2	0.677208	15.0160	1.30152	806.32	1.04942	3.26	0
425	13:51:37.49	21.0165	14.30856	25.19	35.98	1.2	0.677196	15.0150	1.30148	806.30	1.04938	3.26	0
426	13:51:37.79	21.0140	14.30905	25.19	35.98	1.2	0.677220	15.0162	1.30152	806.30	1.04942	3.26	0
427	13:51:38.09	21.0115	14.30968	25.20	35.98	1.2	0.677250	15.0161	1.30148	806.28	1.04937	3.26	0
428	13:51:38.39	21.0110	14.30982	25.20	35.98	1.2	0.677256	15.0160	1.30148	806.28	1.04935	3.26	0
429	13:51:38.69	21.0140	14.30912	25.20	35.98	1.2	0.677220	15.0158	1.30148	806.30	1.04939	3.26	0
430	13:51:38.99	21.0140	14.30905	25.20	35.98	1.2	0.677220	15.0160	1.30152	806.30	1.04941	3.26	0
431	13:51:39.29	21.0110	14.30975	25.20	35.98	1.2	0.677256	15.0169	1.30152	806.30	1.04942	3.26	0
432	13:51:39.59	21.0055	14.31115	25.20	35.98	1.2	0.677316	15.0177	1.30148	806.30	1.04938	3.26	0
433	13:51:39.89	21.0055	14.31108	25.20	35.98	1.2	0.677316	15.0177	1.30148	806.28	1.04937	3.26	0
434	13:51:40.19	21.0040	14.31150	25.20	35.98	1.2	0.677334	15.0180	1.30148	806.30	1.04937	3.26	0
435	13:51:40.49	21.0050	14.31122	25.20	35.98	1.2	0.677322	15.0178	1.30148	806.30	1.04937	3.26	0
436	13:51:40.79	21.0065	14.31094	25.20	35.98	1.2	0.677310	15.0181	1.30152	806.30	1.04942	3.26	0
437	13:51:41.09	21.0060	14.31101	25.20	35.98	1.2	0.677316	15.0178	1.30148	806.30	1.04939	3.26	0
438	13:51:41.39	21.0050	14.31129	25.20	35.98	1.2	0.677328	15.0174	1.30148	806.28	1.04935	3.26	0
439	13:51:41.69	21.0065	14.31087	25.20	35.98	1.2	0.677304	15.0181	1.30152	806.32	1.04942	3.26	0
440	13:51:41.99	21.0050	14.31122	25.20	35.98	1.2	0.677322	15.0179	1.30148	806.30	1.04939	3.26	0
441	13:51:42.29	21.0045	14.31143	25.20	35.98	1.2	0.677334	15.0181	1.30148	806.30	1.04938	3.26	0
442	13:51:42.59	21.0030	14.31178	25.20	35.98	1.2	0.677352	15.0181	1.30148	806.28	1.04936	3.26	0
443	13:51:42.89	21.0065	14.31087	25.20	35.98	1.2	0.677310	15.0183	1.30152	806.30	1.04943	3.26	0
444	13:51:43.19	21.0060	14.31094	25.20	35.98	1.2	0.677310	15.0174	1.30148	806.30	1.04936	3.26	0
445	13:51:43.49	21.0040	14.31150	25.20	35.98	1.2	0.677340	15.0182	1.30148	806.30	1.04938	3.26	0
446	13:51:43.79	21.0020	14.31199	25.20	35.98	1.2	0.677358	15.0191	1.30148	806.32	1.04941	3.26	0
447	13:51:44.09	21.0030	14.31178	25.20	35.98	1.2	0.677346	15.0187	1.30148	806.30	1.04940	3.26	0
448	13:51:44.39	20.9995	14.31262	25.20	35.98	1.2	0.677388	15.0186	1.30144	806.28	1.04933	3.26	0
449	13:51:44.69	21.0015	14.31206	25.20	35.98	1.2	0.677364	15.0184	1.30144	806.28	1.04935	3.26	0
450	13:51:44.99	21.0020	14.31199	25.20	35.98	1.2	0.677364	15.0183	1.30148	806.28	1.04935	3.26	0
451	13:51:45.29	21.0050	14.31122	25.20	35.98	1.2	0.677322	15.0177	1.30148	806.30	1.04937	3.26	0
452	13:51:45.59	21.0015	14.31206	25.20	35.98	1.2	0.677364	15.0186	1.30148	806.30	1.04937	3.26	0
453	13:51:45.89	21.0060	14.31108	25.19	35.98	1.2	0.677310	15.0179	1.30148	806.30	1.04939	3.26	0
454	13:51:46.19	21.0025	14.31192	25.19	35.98	1.2	0.677352	15.0189	1.30148	806.32	1.04940	3.26	0
455	13:51:46.49	21.0030	14.31178	25.20	35.98	1.2	0.677352	15.0191	1.30152	806.32	1.04942	3.26	0
456	13:51:46.79	20.9990	14.31269	25.20	35.98	1.2	0.677394	15.0195	1.30148	806.30	1.04939	3.26	0
457	13:51:47.09	20.9945	14.31374	25.20	35.98	1.2	0.677442	15.0202	1.30148	806.30	1.04936	3.26	0
458	13:51:47.39	20.9935	14.31409	25.20	35.98	1.2	0.677460	15.0205	1.30148	806.28	1.04935	3.26	0
459	13:51:47.69	20.9930	14.31416	25.20	35.98	1.2	0.677460	15.0209	1.30148	806.30	1.04938	3.26	0
460	13:51:47.99	20.9905	14.31479	25.20	35.98	1.2	0.677496	15.0219	1.30148	806.30	1.04940	3.26	0
461	13:51:48.29	20.9940	14.31395	25.20	35.98	1.2	0.677454	15.0205	1.30148	806.28	1.04936	3.26	0
462	13:51:48.59	20.9925	14.31437	25.20	35.98	1.2	0.677472	15.0207	1.30144	806.28	1.04935	3.26	0
463	13:51:48.89	20.9950	14.31367	25.20	35.98	1.2	0.677442	15.0202	1.30144	806.30	1.04936	3.26	0
464	13:51:49.19	20.9905	14.31486	25.20	35.98	1.2	0.677496	15.0212	1.30144	806.28	1.04935	3.26	0
465	13:51:49.49	20.9905	14.31479	25.20	35.98	1.2	0.677490	15.0210	1.30144	806.28	1.04934	3.26	0
466	13:51:49.79	20.9930	14.31416	25.20	35.98	1.2	0.677460	15.0212	1.30148	806.30	1.04940	3.26	0
467	13:51:50.09	20.9915	14.31458	25.20	35.98	1.2	0.677484	15.0214	1.30148	806.30	1.04938	3.26	0
468	13:51:50.39	20.9900	14.31493	25.20	35.98	1.2	0.677502	15.0217	1.30148	806.30	1.04937	3.26	0
469	13:51:50.69	20.9930	14.31416	25.20	35.98	1.2	0.677460	15.0213	1.30148	806.30	1.04941	3.26	0
470	13:51:50.99	20.9975	14.31304	25.20	35.98	1.2	0.677412	15.0200	1.30148	806.30	1.04939	3.26	0
471	13:51:51.29	20.9960	14.31339	25.20	35.98	1.2	0.677430	15.0204	1.30148	806.30	1.04939	3.26	0
472	13:51:51.59	20.9945	14.31381	25.20	35.98	1.2	0.677448	15.0208	1.30148	806.30	1.04939	3.26	0
473	13:51:51.89	20.9940	14.31395	25.20	35.98	1.2	0.677454	15.0207	1.30148	806.28	1.04938	3.26	0
474	13:51:52.19	20.9915	14.31458	25.20	35.98	1.2	0.677484	15.0216	1.30148	806.30	1.04939	3.26	0
475	13:51:52.49	20.9885	14.31528	25.20	35.98	1.2	0.677514	15.0219	1.30148	806.30	1.04936	3.26	0
476	13:51:52.79	20.9910	14.31465	25.20	35.98	1.2	0.677484	15.0223	1.30152	806.32	1.04944	3.26	0
477	13:51:53.09	20.9885	14.31535	25.20	35.98	1.2	0.677520	15.0220	1.30148	806.30	1.04936	3.26	0
478	13:51:53.39	20.9895	14.31500	25.20	35.98	1.2	0.677502	15.0221	1.30148	806.30	1.04939	3.26	0
479	13:51:53.69	20.9880	14.31549	25.20	35.98	1.2	0.677526	15.0225	1.30148	806.30	1.04939	3.26	0
480	13:51:53.99	20.9860	14.31591	25.20	35.98	1.2	0.677544	15.0228	1.30148	806.30	1.04938	3.26	0
481	13:51:54.29	20.9900	14.31493	25.20	35.98	1.2	0.677502	15.0219	1.30148	806.30	1.04939	3.26	0
482	13:51:54.59	20.9900	14.31486	25.20	35.98	1.2	0.677496	15.0219	1.30148	806.30	1.04939	3.26	0
483	13:51:54.89	20.9920	14.31451	25.19	35.98	1.2	0.677478	15.0212	1.30148	806.30	1.04937	3.26	0
484	13:51:55.19	20.9960	14.31360	25.19	35.98	1.2	0.677430	15.0212	1.30152	806.32	1.04944	3.26	0
485	13:51:55.49	20.9915	14.31451	25.20	35.98	1.2	0.677478	15.0212	1.30148	806.30	1.04936	3.26	0
486	13:51:55.79	20.9905	14.31479	25.20	35.98	1.2	0.677490	15.0215	1.30148	806.30	1.04937	3.26	0
487	13:51:56.09	20.9910	14.31465	25.20	35.98	1.2	0.677484	15.0215	1.30148	806.30	1.04938	3.26	0
488	13:51:56.39	20.9915	14.31458	25.20	35.98	1.2	0.677484	15.0212	1.30148	806.30	1.04937	3.26	0
489	13:51:56.69	20.9930	14.31416	25.20	35.98	1.2	0.677466	15.0212	1.30148	806.30	1.04939	3.26	0
490	13:51:56.99	20.9915	14.31451	25.20	35.98	1.2	0.677478	15.0216	1.30152	806.30	1.04940	3.26	0
491	13:51:57.29	20.9920	14.31444	25.20	35.98	1.2	0.677472	15.0214	1.30148	806.30	1.04939	3.26	0
492	13:51:57.59	20.9905	14.31486	25.20	35.98	1.2	0.677496	15.0216	1.30148	806.30	1.04937	3.26	0
493	13:51:57.89	20.9930	14.31423	25.20	35.98	1.2	0.677466	15.0216	1.30152	806.32	1.04941	3.26	0
494	13:51:58.19	20.9915	14.31458	25.20	35.98	1.2	0.677484	15.0218	1.30148	806.32	1.04941	3.26	0
495	13:51:58.49	20.9895	14.31507	25.20	35.98	1.2	0.677508	15.0219	1.30148	806.30	1.04938	3.26	0
496	13:51:58.79	20.9915	14.31458	25.20	35.98	1.2	0.677484	15.0220	1.30152	806.30	1.04942	3.26	0
497	13:51:59.09	20.9885	14.31528	25.20	35.98	1.2	0.677514	15.0227	1.30152	806.30	1.04942	3.26	0
498	13:51:59.39	20.9860	14.31591	25.20	35.98	1.2	0.677544	15.0226	1.30148	806.30	1.04937	3.26	0
499	13:51:59.69	20.9870	14.31570	25.20	35.98	1.2	0.677532	15.0228	1.30148	806.32	1.04940	3.26	0
500	13:51:59.99	20.9855	14.31598	25.20	35.98	1.2	0.677550	15.0231	1.30148	806.30	1.04939	3.26	0
501	13:52:00.29	20.9870	14.31570	25.20	35.98	1.2	0.677532	15.0228	1.30148	806.30	1.04939	3.26	0
