Device address	Device ID	Factory Device ID	Firmware	Measurement mode	Gain	Speed	Y_AH_Cal (-)	TF_Cal (V/W)	Temp_Cal (°C)																																				
FF47	D3	12J691	 C3.8	H2   	1.000	Norm 	 0.995544	20.464394	29.717340																																				
Iteration	Time	Output (%)	Transfer (V/W)	Tsens (°C)	RH (%)	AH (kPa)	Corr transfer (-)	Utp (mV)	Ih (mA)	Uh (mV)	Ph (mW)	Usyst (V)	Alarm																																
145	13:50:13.49	24.7100	13.02196	25.97	31.64	1.1	0.634488	12.5947	1.24936	774.14	0.96719	3.28	0
146	13:50:13.79	24.8545	12.99018	25.97	31.71	1.1	0.632946	12.5632	1.24936	774.10	0.96713	3.28	0
147	13:50:14.09	24.7565	13.01167	25.97	31.71	1.1	0.633990	12.5850	1.24940	774.14	0.96721	3.28	0
148	13:50:14.39	24.6040	13.04492	25.97	31.83	1.1	0.635616	12.6171	1.24936	774.14	0.96720	3.28	0
149	13:50:14.69	24.5320	13.06067	25.97	31.83	1.1	0.636384	12.6324	1.24936	774.16	0.96721	3.28	0
150	13:50:14.99	24.5420	13.05836	25.97	31.87	1.1	0.636276	12.6300	1.24936	774.16	0.96719	3.28	0
151	13:50:15.29	24.6040	13.04478	25.98	31.87	1.1	0.635616	12.6165	1.24936	774.14	0.96717	3.28	0
152	13:50:15.59	24.5905	13.04772	25.98	31.95	1.1	0.635760	12.6199	1.24940	774.16	0.96722	3.28	0
153	13:50:15.89	24.4410	13.08048	25.97	31.95	1.1	0.637356	12.6513	1.24936	774.16	0.96719	3.28	0
154	13:50:16.19	24.2070	13.13158	25.97	31.99	1.1	0.639846	12.7016	1.24936	774.18	0.96725	3.28	0
155	13:50:16.49	24.0615	13.16343	25.97	31.99	1.1	0.641400	12.7325	1.24936	774.20	0.96726	3.28	0
156	13:50:16.79	23.7275	13.23924	25.97	32.03	1.1	0.645096	12.8064	1.24936	774.24	0.96731	3.28	0
157	13:50:17.09	23.3105	13.33486	25.97	32.03	1.1	0.649752	12.8999	1.24936	774.30	0.96738	3.28	0
158	13:50:17.39	23.1640	13.36832	25.97	32.11	1.1	0.651390	12.9324	1.24936	774.32	0.96739	3.28	0
159	13:50:17.70	23.2965	13.33787	25.97	32.11	1.1	0.649908	12.9030	1.24936	774.30	0.96740	3.28	0
160	13:50:17.99	23.6035	13.26752	25.97	32.15	1.1	0.646476	12.8337	1.24936	774.24	0.96730	3.28	0
161	13:50:18.29	23.9755	13.18226	25.97	32.15	1.1	0.642324	12.7511	1.24936	774.24	0.96730	3.28	0
162	13:50:18.59	24.1225	13.14978	25.97	32.27	1.1	0.640746	12.7190	1.24936	774.18	0.96724	3.28	0
163	13:50:18.89	24.2175	13.12892	25.97	32.27	1.1	0.639732	12.6989	1.24936	774.18	0.96724	3.28	0
164	13:50:19.19	24.3660	13.09644	25.97	32.31	1.1	0.638148	12.6673	1.24936	774.16	0.96723	3.28	0
165	13:50:19.49	24.4185	13.08496	25.97	32.31	1.1	0.637590	12.6557	1.24936	774.16	0.96719	3.28	0
166	13:50:19.79	24.3980	13.08944	25.97	32.31	1.1	0.637806	12.6605	1.24940	774.18	0.96724	3.28	0
167	13:50:20.09	24.2680	13.11786	25.97	32.31	1.1	0.639192	12.6878	1.24932	774.18	0.96722	3.28	0
168	13:50:20.39	24.1955	13.13375	25.97	32.31	1.1	0.639966	12.7040	1.24940	774.20	0.96728	3.28	0
169	13:50:20.69	24.0655	13.16210	25.98	32.31	1.1	0.641352	12.7314	1.24936	774.22	0.96728	3.28	0
170	13:50:20.99	23.8235	13.21684	25.98	32.35	1.1	0.644022	12.7850	1.24936	774.24	0.96733	3.28	0
171	13:50:21.29	23.5445	13.28075	25.98	32.35	1.1	0.647136	12.8479	1.24940	774.30	0.96740	3.28	0
172	13:50:21.59	23.3650	13.32191	25.98	32.35	1.1	0.649140	12.8875	1.24936	774.30	0.96739	3.28	0
173	13:50:21.89	23.2700	13.34375	25.97	32.35	1.1	0.650202	12.9086	1.24936	774.30	0.96739	3.28	0
174	13:50:22.19	23.2100	13.35747	25.97	32.39	1.1	0.650874	12.9217	1.24936	774.30	0.96737	3.28	0
175	13:50:22.49	23.2840	13.34046	25.98	32.39	1.1	0.650046	12.9046	1.24932	774.28	0.96733	3.28	0
176	13:50:22.79	23.4770	13.29629	25.98	32.39	1.1	0.647892	12.8618	1.24936	774.26	0.96733	3.28	0
177	13:50:23.09	23.5685	13.27529	25.97	32.39	1.1	0.646866	12.8422	1.24940	774.28	0.96737	3.28	0
178	13:50:23.39	23.4910	13.29307	25.97	32.43	1.1	0.647736	12.8590	1.24936	774.28	0.96734	3.28	0
179	13:50:23.69	23.3360	13.32849	25.97	32.43	1.1	0.649464	12.8937	1.24936	774.30	0.96738	3.28	0
180	13:50:23.99	23.2000	13.35964	25.97	32.47	1.1	0.650982	12.9242	1.24936	774.32	0.96740	3.28	0
181	13:50:24.29	23.2315	13.35243	25.98	32.47	1.1	0.650634	12.9170	1.24936	774.30	0.96739	3.28	0
182	13:50:24.59	23.3445	13.32653	25.98	32.51	1.1	0.649374	12.8915	1.24936	774.28	0.96736	3.28	0
183	13:50:24.89	23.4635	13.29916	25.98	32.51	1.1	0.648042	12.8654	1.24940	774.28	0.96739	3.28	0
184	13:50:25.19	23.4510	13.30210	25.98	32.55	1.1	0.648186	12.8679	1.24936	774.28	0.96736	3.28	0
185	13:50:25.49	23.2435	13.34963	25.98	32.55	1.1	0.650502	12.9141	1.24936	774.30	0.96737	3.28	0
186	13:50:25.79	22.9910	13.40752	25.98	32.55	1.1	0.653322	12.9710	1.24936	774.34	0.96745	3.28	0
187	13:50:26.09	22.7605	13.46037	25.97	32.55	1.1	0.655896	13.0219	1.24932	774.36	0.96743	3.28	0
188	13:50:26.39	22.6215	13.49222	25.97	32.55	1.1	0.657450	13.0537	1.24936	774.38	0.96749	3.28	0
189	13:50:26.69	22.6420	13.48746	25.97	32.55	1.1	0.657216	13.0486	1.24936	774.38	0.96746	3.28	0
190	13:50:26.99	22.6225	13.49187	25.97	32.59	1.1	0.657432	13.0534	1.24936	774.40	0.96750	3.28	0
191	13:50:27.29	22.6455	13.48662	25.98	32.59	1.1	0.657180	13.0479	1.24936	774.38	0.96746	3.28	0
192	13:50:27.59	22.7355	13.46590	25.98	32.63	1.1	0.656172	13.0272	1.24932	774.36	0.96742	3.28	0
193	13:50:27.89	22.8600	13.43748	25.98	32.63	1.1	0.654786	12.9998	1.24936	774.36	0.96743	3.28	0
194	13:50:28.19	22.9205	13.42348	25.98	32.70	1.1	0.654108	12.9862	1.24936	774.34	0.96742	3.28	0
195	13:50:28.49	22.9970	13.40591	25.98	32.70	1.1	0.653256	12.9689	1.24932	774.34	0.96740	3.28	0
196	13:50:28.79	22.9275	13.42187	25.98	32.75	1.1	0.654030	12.9850	1.24936	774.36	0.96745	3.28	0
197	13:50:29.09	22.8080	13.44931	25.97	32.75	1.1	0.655368	13.0112	1.24932	774.36	0.96743	3.28	0
198	13:50:29.39	22.7790	13.45596	25.97	32.75	1.1	0.655692	13.0180	1.24936	774.36	0.96745	3.28	0
199	13:50:29.69	22.7650	13.45911	25.97	32.75	1.1	0.655842	13.0210	1.24936	774.36	0.96745	3.28	0
200	13:50:29.99	22.7415	13.46450	25.97	32.75	1.1	0.656106	13.0267	1.24936	774.38	0.96749	3.28	0
201	13:50:30.29	22.6290	13.49033	25.97	32.75	1.1	0.657366	13.0518	1.24936	774.38	0.96749	3.28	0
202	13:50:30.59	22.4345	13.53485	25.97	32.79	1.1	0.659538	13.0949	1.24936	774.40	0.96749	3.28	0
203	13:50:30.89	22.4390	13.53373	25.98	32.79	1.1	0.659484	13.0947	1.24940	774.42	0.96755	3.28	0
204	13:50:31.19	22.5435	13.50979	25.98	32.79	1.1	0.658320	13.0705	1.24936	774.38	0.96748	3.28	0
205	13:50:31.49	22.6625	13.48249	25.97	32.79	1.1	0.656988	13.0435	1.24932	774.36	0.96744	3.28	0
206	13:50:31.79	22.7045	13.47283	25.97	32.83	1.1	0.656520	13.0340	1.24932	774.36	0.96743	3.28	0
207	13:50:32.09	22.6505	13.48522	25.98	32.83	1.1	0.657126	13.0460	1.24932	774.36	0.96743	3.28	0
208	13:50:32.39	22.4540	13.53023	25.98	32.86	1.1	0.659316	13.0902	1.24932	774.40	0.96748	3.28	0
209	13:50:32.69	22.3040	13.56460	25.97	32.86	1.1	0.660990	13.1244	1.24936	774.44	0.96755	3.28	0
210	13:50:32.99	22.1575	13.59827	25.97	32.86	1.1	0.662628	13.1571	1.24936	774.44	0.96755	3.28	0
211	13:50:33.29	22.0840	13.61500	25.97	32.86	1.1	0.663450	13.1732	1.24936	774.44	0.96755	3.28	0
212	13:50:33.59	22.1215	13.60646	25.97	32.86	1.1	0.663030	13.1648	1.24936	774.44	0.96754	3.28	0
213	13:50:33.89	22.2255	13.58252	25.98	32.86	1.1	0.661866	13.1409	1.24932	774.40	0.96748	3.28	0
214	13:50:34.19	22.3710	13.54913	25.98	32.90	1.1	0.660240	13.1088	1.24936	774.40	0.96750	3.28	0
215	13:50:34.49	22.4970	13.52036	25.97	32.90	1.1	0.658836	13.0808	1.24936	774.40	0.96749	3.28	0
216	13:50:34.79	22.5295	13.51294	25.97	32.94	1.1	0.658476	13.0733	1.24932	774.38	0.96746	3.28	0
217	13:50:35.09	22.4730	13.52582	25.97	32.94	1.1	0.659106	13.0860	1.24936	774.38	0.96748	3.28	0
