Title;
Time;Conc5_TC
26.05.2026 17:43:04;158777.53
26.05.2026 17:43:04;161863.84
26.05.2026 17:43:06;165423.86
26.05.2026 17:43:07;168608.53
26.05.2026 17:43:08;169952.73
26.05.2026 17:43:08;170813.28
26.05.2026 17:43:10;172720.53
26.05.2026 17:43:11;174121.8
26.05.2026 17:43:12;174844.08
26.05.2026 17:43:12;175154.92
26.05.2026 17:43:13;175747.47
26.05.2026 17:43:15;176824.83
26.05.2026 17:43:16;177008.73
26.05.2026 17:43:17;177940.38
26.05.2026 17:43:18;178218.28
26.05.2026 17:43:18;178387.88
26.05.2026 17:43:20;178770.08
26.05.2026 17:43:21;179290.36
26.05.2026 17:43:22;179645.52
26.05.2026 17:43:22;179833.44
26.05.2026 17:43:23;180126.89
26.05.2026 17:43:25;180299.05
26.05.2026 17:43:26;180368.4
26.05.2026 17:43:27;180555.66
26.05.2026 17:43:28;180714.3
26.05.2026 17:43:29;180911.97
26.05.2026 17:43:30;180995.92
26.05.2026 17:43:30;181021.77
26.05.2026 17:43:31;181131.8
26.05.2026 17:43:33;181258.39
26.05.2026 17:43:34;181349.42
26.05.2026 17:43:35;181435.5
26.05.2026 17:43:36;181485.48
26.05.2026 17:43:37;181590.53
26.05.2026 17:43:38;181664.94
26.05.2026 17:43:39;181747.1
26.05.2026 17:43:40;181802.22
26.05.2026 17:43:41;181882.78
26.05.2026 17:43:42;181929.5
26.05.2026 17:43:43;181960.92
26.05.2026 17:43:43;181996.69
26.05.2026 17:43:45;182041.67
26.05.2026 17:43:46;182064.62
26.05.2026 17:43:47;182101.94
26.05.2026 17:43:47;182132.81
26.05.2026 17:43:48;182148.89
26.05.2026 17:43:50;182187.44
26.05.2026 17:43:51;182213.16
26.05.2026 17:43:52;182233.94
26.05.2026 17:43:52;182254.88
26.05.2026 17:43:54;182278.56
26.05.2026 17:43:55;182299.36
26.05.2026 17:43:55;182315.86
26.05.2026 17:43:57;182342.44
26.05.2026 17:43:58;182362.06
26.05.2026 17:43:59;182385.67
26.05.2026 17:44:00;182401.19
26.05.2026 17:44:01;182427.62
26.05.2026 17:44:01;182444.23
26.05.2026 17:44:03;182459.23
26.05.2026 17:44:03;182469.9
26.05.2026 17:44:05;182489.34
26.05.2026 17:44:05;182498.7
26.05.2026 17:44:07;182507.08
26.05.2026 17:44:08;182512.66
26.05.2026 17:44:09;182526.95
26.05.2026 17:44:10;182534.97
26.05.2026 17:44:10;182542.58
26.05.2026 17:44:12;182553.4
26.05.2026 17:44:13;182559.34
26.05.2026 17:44:14;182564.5
26.05.2026 17:44:14;182565.05
26.05.2026 17:44:16;182565.58
26.05.2026 17:44:17;182561.61
26.05.2026 17:44:18;182560
26.05.2026 17:44:19;182557.83
26.05.2026 17:44:20;182562.39
26.05.2026 17:44:21;182564.05
26.05.2026 17:44:22;182564
26.05.2026 17:44:22;182565.94
26.05.2026 17:44:24;182573.72
26.05.2026 17:44:25;181170.84
26.05.2026 17:44:25;180695.62
26.05.2026 17:44:27;181754.77
26.05.2026 17:44:28;182088.1
26.05.2026 17:44:29;182317.73
26.05.2026 17:44:30;182417.44
26.05.2026 17:44:31;182496.67
26.05.2026 17:44:32;182537.45
26.05.2026 17:44:33;182574.06
26.05.2026 17:44:34;182585.3
26.05.2026 17:44:35;182604.89
26.05.2026 17:44:36;182617.05
26.05.2026 17:44:37;182629.67
26.05.2026 17:44:38;182640.14
26.05.2026 17:44:38;182647.61
26.05.2026 17:44:39;182655.62
26.05.2026 17:44:41;182658.11
26.05.2026 17:44:41;182661.23
26.05.2026 17:44:43;182663.84
26.05.2026 17:44:44;182670.1
26.05.2026 17:44:45;182671.77
26.05.2026 17:44:46;182673.84
26.05.2026 17:44:46;182674.52
26.05.2026 17:44:48;182673.97
26.05.2026 17:44:49;182676.42
26.05.2026 17:44:50;182677.98
26.05.2026 17:44:50;182678.5
26.05.2026 17:44:51;182681.1
26.05.2026 17:44:53;182683.89
26.05.2026 17:44:54;182683.34
26.05.2026 17:44:54;182686.06
26.05.2026 17:44:56;182690.69
26.05.2026 17:44:56;182692.84
26.05.2026 17:44:57;182696.42
26.05.2026 17:44:59;182699.8
26.05.2026 17:45:00;182687.62
26.05.2026 17:45:01;182496.7
26.05.2026 17:45:01;182405.56
26.05.2026 17:45:02;182514.62
26.05.2026 17:45:04;182638.25
26.05.2026 17:45:04;182597.73
26.05.2026 17:45:06;179086.77
26.05.2026 17:45:07;181074.22
26.05.2026 17:45:08;181751.44
26.05.2026 17:45:09;182134.53
26.05.2026 17:45:10;182273.78
26.05.2026 17:45:10;182375.92
26.05.2026 17:45:12;182471.23
26.05.2026 17:45:12;182514.94
26.05.2026 17:45:14;182559.17
26.05.2026 17:45:15;182591.14
26.05.2026 17:45:16;182604.77
26.05.2026 17:45:16;182616.5
26.05.2026 17:45:17;182632.48
26.05.2026 17:45:19;182644.44
26.05.2026 17:45:20;182650.31
26.05.2026 17:45:20;182661.95
26.05.2026 17:45:21;182668.11
26.05.2026 17:45:23;182674.89
26.05.2026 17:45:24;182678.66
26.05.2026 17:45:25;182683.34
26.05.2026 17:45:26;182684.06
26.05.2026 17:45:27;182691.33
26.05.2026 17:45:27;182693.5
26.05.2026 17:45:28;182696.36
26.05.2026 17:45:30;182704.95
26.05.2026 17:45:31;182710.38
26.05.2026 17:45:32;182717.58
