Device address	Device ID	Factory Device ID	Firmware	Measurement mode	Gain	Speed	Y_AH_Cal (-)	TF_Cal (V/W)	Temp_Cal (°C)																																				
FF47	D3	12J691	 C3.8	H2   	1.000	Norm 	 0.995544	20.464394	29.717340																																				
Iteration	Time	Output (%)	Transfer (V/W)	Tsens (°C)	RH (%)	AH (kPa)	Corr transfer (-)	Utp (mV)	Ih (mA)	Uh (mV)	Ph (mW)	Usyst (V)	Alarm																																
713	11:48:28.76	0.0385	20.51973	22.23	46.02	1.2	0.999270	19.8047	1.24736	773.76	0.96515	3.28	0
714	11:48:29.06	0.0370	20.52022	22.23	46.02	1.2	0.999294	19.8047	1.24732	773.76	0.96513	3.28	0
715	11:48:29.36	0.0370	20.52022	22.23	46.02	1.2	0.999294	19.8045	1.24732	773.76	0.96512	3.28	0
716	11:48:29.66	0.0355	20.52085	22.23	46.02	1.2	0.999324	19.8041	1.24728	773.74	0.96508	3.28	0
717	11:48:29.96	0.0360	20.52064	22.23	46.02	1.2	0.999312	19.8045	1.24732	773.76	0.96510	3.28	0
718	11:48:30.26	0.0365	20.52050	22.23	46.02	1.2	0.999306	19.8047	1.24732	773.76	0.96512	3.28	0
719	11:48:30.56	0.0355	20.52078	22.23	46.02	1.2	0.999324	19.8044	1.24732	773.74	0.96509	3.28	0
720	11:48:30.86	0.0350	20.52113	22.22	46.02	1.2	0.999336	19.8052	1.24728	773.76	0.96511	3.28	0
721	11:48:31.16	0.0380	20.51987	22.22	46.02	1.2	0.999276	19.8039	1.24728	773.76	0.96511	3.28	0
722	11:48:31.46	0.0365	20.52057	22.23	46.02	1.2	0.999312	19.8043	1.24732	773.74	0.96509	3.28	0
723	11:48:31.76	0.0355	20.52078	22.23	46.02	1.2	0.999324	19.8045	1.24732	773.74	0.96509	3.28	0
724	11:48:32.06	0.0360	20.52071	22.23	46.02	1.2	0.999318	19.8037	1.24728	773.74	0.96506	3.28	0
725	11:48:32.36	0.0350	20.52099	22.23	46.02	1.2	0.999330	19.8045	1.24728	773.74	0.96508	3.28	0
726	11:48:32.66	0.0335	20.52155	22.23	46.02	1.2	0.999360	19.8038	1.24724	773.72	0.96502	3.28	0
727	11:48:32.96	0.0370	20.52029	22.23	46.02	1.2	0.999294	19.8043	1.24732	773.76	0.96511	3.28	0
728	11:48:33.26	0.0365	20.52050	22.23	46.02	1.2	0.999306	19.8040	1.24728	773.74	0.96508	3.28	0
729	11:48:33.56	0.0360	20.52071	22.23	46.02	1.2	0.999318	19.8044	1.24728	773.74	0.96509	3.28	0
730	11:48:33.86	0.0380	20.51994	22.22	46.02	1.2	0.999276	19.8035	1.24732	773.74	0.96508	3.28	0
731	11:48:34.16	0.0360	20.52085	22.22	46.02	1.2	0.999318	19.8039	1.24728	773.74	0.96506	3.28	0
732	11:48:34.46	0.0385	20.51973	22.23	46.02	1.2	0.999270	19.8037	1.24732	773.76	0.96511	3.28	0
733	11:48:34.76	0.0355	20.52092	22.23	46.02	1.2	0.999330	19.8041	1.24728	773.74	0.96507	3.28	0
734	11:48:35.06	0.0360	20.52057	22.23	46.02	1.2	0.999312	19.8031	1.24728	773.72	0.96504	3.28	0
735	11:48:35.36	0.0355	20.52092	22.23	46.02	1.2	0.999330	19.8045	1.24728	773.74	0.96509	3.28	0
736	11:48:35.66	0.0385	20.51973	22.23	46.02	1.2	0.999270	19.8041	1.24732	773.76	0.96512	3.28	0
737	11:48:35.96	0.0360	20.52071	22.23	46.02	1.2	0.999318	19.8044	1.24728	773.76	0.96509	3.28	0
738	11:48:36.26	0.0370	20.52022	22.23	46.02	1.2	0.999294	19.8041	1.24732	773.76	0.96511	3.28	0
739	11:48:36.56	0.0395	20.51931	22.23	46.02	1.2	0.999252	19.8043	1.24732	773.78	0.96515	3.28	0
740	11:48:36.86	0.0375	20.52008	22.23	46.02	1.2	0.999288	19.8046	1.24732	773.76	0.96514	3.28	0
741	11:48:37.16	0.0365	20.52043	22.23	46.02	1.2	0.999306	19.8040	1.24728	773.74	0.96509	3.28	0
742	11:48:37.46	0.0365	20.52043	22.23	46.02	1.2	0.999300	19.8046	1.24732	773.76	0.96512	3.28	0
743	11:48:37.76	0.0375	20.52008	22.23	46.02	1.2	0.999288	19.8045	1.24732	773.76	0.96512	3.28	0
744	11:48:38.06	0.0350	20.52113	22.22	46.02	1.2	0.999336	19.8043	1.24728	773.74	0.96507	3.28	0
745	11:48:38.36	0.0360	20.52078	22.22	46.02	1.2	0.999318	19.8044	1.24728	773.74	0.96509	3.28	0
746	11:48:38.66	0.0365	20.52050	22.23	46.02	1.2	0.999306	19.8047	1.24732	773.76	0.96512	3.28	0
747	11:48:38.96	0.0380	20.51980	22.23	46.02	1.2	0.999276	19.8043	1.24732	773.78	0.96513	3.28	0
748	11:48:39.26	0.0355	20.52092	22.23	46.02	1.2	0.999324	19.8043	1.24728	773.74	0.96508	3.28	0
749	11:48:39.56	0.0355	20.52078	22.23	46.02	1.2	0.999324	19.8052	1.24732	773.76	0.96513	3.28	0
750	11:48:39.86	0.0375	20.52008	22.22	46.02	1.2	0.999282	19.8039	1.24732	773.74	0.96509	3.28	0
751	11:48:40.16	0.0370	20.52029	22.22	46.02	1.2	0.999294	19.8039	1.24728	773.76	0.96509	3.28	0
752	11:48:40.46	0.0360	20.52064	22.23	46.02	1.2	0.999312	19.8040	1.24728	773.74	0.96508	3.28	0
753	11:48:40.76	0.0375	20.52008	22.23	46.02	1.2	0.999288	19.8039	1.24728	773.76	0.96510	3.28	0
754	11:48:41.06	0.0370	20.52022	22.23	46.02	1.2	0.999294	19.8040	1.24732	773.74	0.96509	3.28	0
755	11:48:41.36	0.0350	20.52113	22.23	46.02	1.2	0.999336	19.8045	1.24728	773.74	0.96508	3.28	0
756	11:48:41.66	0.0350	20.52106	22.23	46.02	1.2	0.999336	19.8045	1.24728	773.74	0.96508	3.28	0
757	11:48:41.96	0.0355	20.52092	22.23	46.02	1.2	0.999330	19.8042	1.24728	773.74	0.96508	3.28	0
758	11:48:42.26	0.0360	20.52071	22.23	46.02	1.2	0.999318	19.8043	1.24728	773.74	0.96509	3.28	0
759	11:48:42.56	0.0355	20.52078	22.23	46.02	1.2	0.999318	19.8043	1.24728	773.74	0.96509	3.28	0
760	11:48:42.86	0.0360	20.52071	22.23	46.02	1.2	0.999318	19.8046	1.24732	773.74	0.96511	3.28	0
761	11:48:43.16	0.0360	20.52064	22.23	46.02	1.2	0.999312	19.8038	1.24728	773.74	0.96507	3.28	0
762	11:48:43.46	0.0365	20.52057	22.22	46.02	1.2	0.999306	19.8037	1.24728	773.74	0.96506	3.28	0
763	11:48:43.76	0.0380	20.52001	22.22	46.02	1.2	0.999276	19.8034	1.24728	773.74	0.96508	3.28	0
764	11:48:44.06	0.0350	20.52127	22.22	46.02	1.2	0.999336	19.8034	1.24728	773.72	0.96502	3.28	0
765	11:48:44.36	0.0350	20.52106	22.22	46.02	1.2	0.999330	19.8040	1.24728	773.74	0.96506	3.28	0
766	11:48:44.66	0.0385	20.51973	22.23	46.02	1.2	0.999270	19.8034	1.24732	773.74	0.96509	3.28	0
767	11:48:44.96	0.0375	20.52008	22.23	46.02	1.2	0.999288	19.8039	1.24732	773.74	0.96510	3.28	0
768	11:48:45.26	0.0350	20.52106	22.23	46.02	1.2	0.999336	19.8038	1.24728	773.74	0.96505	3.28	0
769	11:48:45.56	0.0365	20.52050	22.23	46.02	1.2	0.999306	19.8035	1.24728	773.74	0.96506	3.28	0
770	11:48:45.86	0.0370	20.52022	22.23	46.02	1.2	0.999294	19.8039	1.24732	773.74	0.96509	3.28	0
771	11:48:46.16	0.0365	20.52050	22.23	46.02	1.2	0.999306	19.8040	1.24728	773.74	0.96509	3.28	0
772	11:48:46.46	0.0390	20.51959	22.23	46.02	1.2	0.999264	19.8035	1.24732	773.74	0.96511	3.28	0
773	11:48:46.76	0.0380	20.51980	22.23	46.02	1.2	0.999276	19.8040	1.24732	773.76	0.96512	3.28	0
774	11:48:47.06	0.0390	20.51959	22.22	46.02	1.2	0.999258	19.8045	1.24736	773.76	0.96515	3.28	0
775	11:48:47.36	0.0370	20.52043	22.22	46.02	1.2	0.999300	19.8045	1.24732	773.76	0.96511	3.28	0
776	11:48:47.66	0.0355	20.52092	22.23	46.02	1.2	0.999330	19.8040	1.24728	773.72	0.96506	3.28	0
777	11:48:47.96	0.0355	20.52078	22.23	46.02	1.2	0.999324	19.8040	1.24728	773.74	0.96507	3.28	0
778	11:48:48.26	0.0370	20.52036	22.23	46.02	1.2	0.999300	19.8039	1.24732	773.74	0.96509	3.28	0
779	11:48:48.56	0.0365	20.52036	22.23	46.02	1.2	0.999300	19.8036	1.24728	773.74	0.96507	3.28	0
780	11:48:48.86	0.0375	20.52015	22.23	46.02	1.2	0.999288	19.8037	1.24728	773.74	0.96508	3.28	0
781	11:48:49.16	0.0370	20.52029	22.23	46.02	1.2	0.999294	19.8037	1.24728	773.74	0.96508	3.28	0
782	11:48:49.46	0.0375	20.52022	22.22	46.02	1.2	0.999288	19.8038	1.24728	773.74	0.96509	3.28	0
783	11:48:49.76	0.0365	20.52050	22.22	46.02	1.2	0.999300	19.8040	1.24732	773.74	0.96508	3.28	0
784	11:48:50.06	0.0380	20.52001	22.22	46.02	1.2	0.999276	19.8036	1.24728	773.74	0.96509	3.28	0
785	11:48:50.36	0.0375	20.52015	22.22	46.02	1.2	0.999282	19.8039	1.24732	773.74	0.96509	3.28	0
786	11:48:50.66	0.0365	20.52057	22.22	46.02	1.2	0.999306	19.8041	1.24732	773.74	0.96509	3.28	0
787	11:48:50.96	0.0380	20.51994	22.22	46.02	1.2	0.999276	19.8040	1.24732	773.76	0.96511	3.28	0
788	11:48:51.26	0.0375	20.52001	22.23	46.02	1.2	0.999282	19.8047	1.24732	773.78	0.96514	3.28	0
789	11:48:51.56	0.0370	20.52022	22.23	46.02	1.2	0.999294	19.8042	1.24728	773.76	0.96511	3.28	0
790	11:48:51.86	0.0360	20.52085	22.22	46.02	1.2	0.999318	19.8043	1.24728	773.74	0.96508	3.28	0
791	11:48:52.16	0.0365	20.52050	22.22	46.02	1.2	0.999300	19.8039	1.24728	773.74	0.96508	3.28	0
792	11:48:52.46	0.0380	20.52001	22.22	46.02	1.2	0.999276	19.8033	1.24728	773.74	0.96508	3.28	0
793	11:48:52.76	0.0375	20.52022	22.22	46.02	1.2	0.999288	19.8042	1.24732	773.74	0.96511	3.28	0
794	11:48:53.06	0.0365	20.52043	22.23	46.02	1.2	0.999306	19.8038	1.24728	773.74	0.96508	3.28	0
795	11:48:53.36	0.0380	20.51987	22.23	46.02	1.2	0.999276	19.8043	1.24732	773.76	0.96513	3.28	0
796	11:48:53.66	0.0370	20.52029	22.23	46.02	1.2	0.999300	19.8038	1.24732	773.74	0.96508	3.28	0
797	11:48:53.96	0.0370	20.52036	22.23	46.02	1.2	0.999300	19.8041	1.24732	773.74	0.96510	3.28	0
798	11:48:54.26	0.0385	20.51973	22.22	46.02	1.2	0.999264	19.8041	1.24732	773.76	0.96512	3.28	0
799	11:48:54.56	0.0375	20.52022	22.22	46.02	1.2	0.999288	19.8047	1.24732	773.76	0.96513	3.28	0
800	11:48:54.86	0.0370	20.52029	22.23	46.02	1.2	0.999300	19.8040	1.24728	773.76	0.96509	3.28	0
801	11:48:55.16	0.0375	20.52015	22.23	46.02	1.2	0.999288	19.8038	1.24732	773.74	0.96509	3.28	0
802	11:48:55.46	0.0370	20.52029	22.22	46.02	1.2	0.999294	19.8041	1.24732	773.74	0.96510	3.28	0
803	11:48:55.76	0.0375	20.52029	22.22	46.02	1.2	0.999288	19.8043	1.24732	773.76	0.96511	3.28	0
804	11:48:56.06	0.0370	20.52029	22.23	46.02	1.2	0.999300	19.8039	1.24732	773.74	0.96509	3.28	0
805	11:48:56.36	0.0385	20.51966	22.23	46.02	1.2	0.999264	19.8038	1.24732	773.74	0.96511	3.28	0
806	11:48:56.66	0.0365	20.52050	22.22	46.02	1.2	0.999300	19.8045	1.24732	773.76	0.96511	3.28	0
807	11:48:56.96	0.0380	20.52001	22.22	46.02	1.2	0.999282	19.8038	1.24728	773.74	0.96509	3.28	0
808	11:48:57.26	0.0370	20.52029	22.23	46.02	1.2	0.999300	19.8043	1.24732	773.74	0.96511	3.28	0
809	11:48:57.56	0.0365	20.52043	22.23	46.02	1.2	0.999306	19.8045	1.24732	773.74	0.96511	3.28	0
810	11:48:57.86	0.0350	20.52113	22.23	46.02	1.2	0.999336	19.8040	1.24728	773.74	0.96505	3.28	0
811	11:48:58.16	0.0355	20.52085	22.23	46.02	1.2	0.999324	19.8042	1.24728	773.74	0.96508	3.28	0
812	11:48:58.46	0.0380	20.51994	22.23	46.02	1.2	0.999282	19.8038	1.24732	773.74	0.96510	3.28	0
813	11:48:58.76	0.0360	20.52071	22.23	46.02	1.2	0.999318	19.8038	1.24728	773.74	0.96506	3.28	0
814	11:48:59.06	0.0370	20.52043	22.22	46.02	1.2	0.999300	19.8043	1.24732	773.74	0.96510	3.28	0
815	11:48:59.36	0.0355	20.52092	22.22	46.02	1.2	0.999324	19.8045	1.24732	773.74	0.96509	3.28	0
816	11:48:59.66	0.0380	20.51987	22.23	46.02	1.2	0.999276	19.8043	1.24732	773.76	0.96513	3.28	0
817	11:48:59.96	0.0360	20.52071	22.23	46.02	1.2	0.999318	19.8036	1.24728	773.72	0.96505	3.28	0
818	11:49:00.26	0.0370	20.52043	22.22	46.02	1.2	0.999300	19.8040	1.24728	773.74	0.96509	3.28	0
819	11:49:00.56	0.0360	20.52071	22.22	46.02	1.2	0.999312	19.8034	1.24728	773.72	0.96505	3.28	0
820	11:49:00.86	0.0370	20.52043	22.22	46.02	1.2	0.999300	19.8031	1.24728	773.74	0.96505	3.28	0
821	11:49:01.16	0.0380	20.51994	22.22	46.02	1.2	0.999276	19.8040	1.24732	773.76	0.96511	3.28	0
822	11:49:01.46	0.0365	20.52050	22.23	46.02	1.2	0.999306	19.8043	1.24728	773.76	0.96509	3.28	0
823	11:49:01.76	0.0380	20.51994	22.23	46.02	1.2	0.999282	19.8040	1.24732	773.76	0.96511	3.28	0
824	11:49:02.06	0.0360	20.52057	22.23	46.02	1.2	0.999312	19.8045	1.24728	773.76	0.96510	3.28	0
825	11:49:02.36	0.0355	20.52085	22.23	46.02	1.2	0.999324	19.8041	1.24728	773.74	0.96507	3.28	0
826	11:49:02.66	0.0365	20.52043	22.23	46.02	1.2	0.999306	19.8040	1.24728	773.74	0.96509	3.28	0
827	11:49:02.96	0.0370	20.52036	22.23	46.02	1.2	0.999300	19.8050	1.24732	773.76	0.96514	3.28	0
828	11:49:03.26	0.0370	20.52036	22.22	46.02	1.2	0.999294	19.8039	1.24728	773.76	0.96509	3.28	0
829	11:49:03.56	0.0390	20.51959	22.22	46.02	1.2	0.999258	19.8050	1.24736	773.78	0.96517	3.28	0
830	11:49:03.86	0.0390	20.51966	22.22	46.02	1.2	0.999264	19.8041	1.24732	773.76	0.96513	3.28	0
831	11:49:04.16	0.0385	20.51987	22.22	46.02	1.2	0.999270	19.8044	1.24732	773.76	0.96514	3.28	0
832	11:49:04.46	0.0350	20.52106	22.23	46.02	1.2	0.999336	19.8050	1.24732	773.76	0.96511	3.28	0
833	11:49:04.76	0.0350	20.52099	22.23	46.02	1.2	0.999330	19.8047	1.24732	773.74	0.96510	3.28	0
834	11:49:05.06	0.0375	20.52022	22.22	46.02	1.2	0.999288	19.8036	1.24728	773.74	0.96508	3.28	0
835	11:49:05.36	0.0380	20.52001	22.22	46.02	1.2	0.999276	19.8037	1.24728	773.74	0.96509	3.28	0
836	11:49:05.66	0.0360	20.52071	22.22	46.02	1.2	0.999312	19.8045	1.24732	773.74	0.96509	3.28	0
837	11:49:05.97	0.0370	20.52043	22.22	46.02	1.2	0.999300	19.8044	1.24732	773.76	0.96511	3.28	0
838	11:49:06.26	0.0355	20.52085	22.22	46.02	1.2	0.999318	19.8045	1.24728	773.76	0.96509	3.28	0
839	11:49:06.56	0.0365	20.52064	22.22	46.02	1.2	0.999306	19.8041	1.24728	773.74	0.96508	3.28	0
840	11:49:06.86	0.0375	20.52015	22.22	46.02	1.2	0.999282	19.8042	1.24732	773.76	0.96511	3.28	0
841	11:49:07.16	0.0365	20.52050	22.22	46.02	1.2	0.999300	19.8043	1.24732	773.74	0.96509	3.28	0
842	11:49:07.46	0.0365	20.52064	22.22	46.02	1.2	0.999312	19.8040	1.24728	773.74	0.96508	3.28	0
843	11:49:07.76	0.0375	20.52015	22.22	46.02	1.2	0.999288	19.8043	1.24732	773.76	0.96512	3.28	0
844	11:49:08.06	0.0370	20.52036	22.22	46.02	1.2	0.999294	19.8042	1.24728	773.76	0.96510	3.28	0
845	11:49:08.36	0.0375	20.52015	22.22	46.02	1.2	0.999282	19.8040	1.24732	773.74	0.96510	3.28	0
846	11:49:08.66	0.0375	20.52008	22.22	46.02	1.2	0.999282	19.8048	1.24732	773.76	0.96514	3.28	0
847	11:49:08.97	0.0375	20.52015	22.22	46.02	1.2	0.999282	19.8049	1.24732	773.76	0.96514	3.28	0
848	11:49:09.26	0.0370	20.52029	22.23	46.02	1.2	0.999294	19.8045	1.24732	773.76	0.96512	3.28	0
849	11:49:09.56	0.0370	20.52022	22.23	46.02	1.2	0.999294	19.8046	1.24732	773.76	0.96512	3.28	0
850	11:49:09.86	0.0375	20.52015	22.22	46.02	1.2	0.999288	19.8045	1.24732	773.76	0.96512	3.28	0
851	11:49:10.16	0.0380	20.51994	22.22	46.02	1.2	0.999276	19.8045	1.24732	773.76	0.96513	3.28	0
852	11:49:10.46	0.0370	20.52029	22.22	46.02	1.2	0.999294	19.8043	1.24732	773.76	0.96511	3.28	0
853	11:49:10.76	0.0375	20.52008	22.22	46.02	1.2	0.999282	19.8045	1.24732	773.76	0.96513	3.28	0
854	11:49:11.06	0.0370	20.52029	22.23	46.02	1.2	0.999300	19.8045	1.24732	773.76	0.96512	3.28	0
855	11:49:11.36	0.0360	20.52057	22.23	46.02	1.2	0.999312	19.8046	1.24732	773.76	0.96511	3.28	0
856	11:49:11.66	0.0355	20.52085	22.22	46.02	1.2	0.999318	19.8051	1.24732	773.76	0.96512	3.28	0
857	11:49:11.96	0.0370	20.52043	22.22	46.02	1.2	0.999300	19.8042	1.24728	773.74	0.96509	3.28	0
858	11:49:12.26	0.0360	20.52071	22.22	46.02	1.2	0.999312	19.8040	1.24728	773.74	0.96507	3.28	0
859	11:49:12.56	0.0385	20.51980	22.22	46.02	1.2	0.999270	19.8040	1.24732	773.76	0.96511	3.28	0
860	11:49:12.86	0.0370	20.52036	22.22	46.02	1.2	0.999294	19.8036	1.24728	773.74	0.96507	3.28	0
861	11:49:13.16	0.0350	20.52106	22.22	46.02	1.2	0.999330	19.8040	1.24728	773.72	0.96505	3.28	0
862	11:49:13.46	0.0375	20.52022	22.22	46.02	1.2	0.999288	19.8043	1.24732	773.74	0.96511	3.28	0
863	11:49:13.76	0.0385	20.51980	22.22	46.02	1.2	0.999270	19.8043	1.24732	773.76	0.96513	3.28	0
864	11:49:14.06	0.0370	20.52029	22.23	46.02	1.2	0.999294	19.8046	1.24732	773.76	0.96512	3.28	0
865	11:49:14.36	0.0355	20.52092	22.23	46.02	1.2	0.999324	19.8043	1.24728	773.74	0.96508	3.28	0
866	11:49:14.66	0.0355	20.52085	22.22	46.02	1.2	0.999318	19.8045	1.24728	773.74	0.96509	3.28	0
867	11:49:14.96	0.0365	20.52057	22.22	46.02	1.2	0.999306	19.8050	1.24732	773.76	0.96513	3.28	0
868	11:49:15.26	0.0390	20.51966	22.22	46.02	1.2	0.999264	19.8040	1.24732	773.76	0.96512	3.28	0
869	11:49:15.56	0.0355	20.52099	22.22	46.02	1.2	0.999330	19.8040	1.24728	773.74	0.96506	3.28	0
870	11:49:15.86	0.0355	20.52078	22.23	46.02	1.2	0.999324	19.8045	1.24728	773.74	0.96510	3.28	0
871	11:49:16.16	0.0365	20.52036	22.23	46.02	1.2	0.999300	19.8043	1.24732	773.76	0.96511	3.28	0
872	11:49:16.46	0.0375	20.52015	22.23	46.02	1.2	0.999288	19.8040	1.24732	773.74	0.96510	3.28	0
873	11:49:16.76	0.0360	20.52064	22.23	46.02	1.2	0.999312	19.8038	1.24728	773.74	0.96507	3.28	0
874	11:49:17.06	0.0355	20.52085	22.23	46.02	1.2	0.999324	19.8040	1.24728	773.74	0.96507	3.28	0
875	11:49:17.36	0.0375	20.52008	22.23	46.02	1.2	0.999288	19.8040	1.24732	773.74	0.96511	3.28	0
876	11:49:17.66	0.0355	20.52099	22.22	46.02	1.2	0.999324	19.8038	1.24728	773.72	0.96505	3.28	0
877	11:49:17.96	0.0380	20.52001	22.22	46.02	1.2	0.999276	19.8041	1.24732	773.76	0.96511	3.28	0
878	11:49:18.26	0.0360	20.52078	22.22	46.02	1.2	0.999318	19.8040	1.24728	773.74	0.96508	3.28	0
879	11:49:18.56	0.0355	20.52085	22.22	46.02	1.2	0.999318	19.8033	1.24724	773.72	0.96503	3.28	0
880	11:49:18.86	0.0350	20.52113	22.22	46.02	1.2	0.999336	19.8042	1.24728	773.74	0.96506	3.28	0
881	11:49:19.16	0.0355	20.52099	22.22	46.02	1.2	0.999324	19.8042	1.24728	773.74	0.96507	3.28	0
882	11:49:19.46	0.0365	20.52050	22.22	46.02	1.2	0.999306	19.8040	1.24728	773.74	0.96509	3.28	0
883	11:49:19.76	0.0360	20.52085	22.22	46.02	1.2	0.999318	19.8047	1.24728	773.76	0.96510	3.28	0
884	11:49:20.06	0.0355	20.52092	22.22	46.02	1.2	0.999324	19.8038	1.24728	773.74	0.96506	3.28	0
885	11:49:20.36	0.0350	20.52106	22.22	46.02	1.2	0.999330	19.8038	1.24728	773.72	0.96505	3.28	0
886	11:49:20.66	0.0350	20.52120	22.22	46.02	1.2	0.999336	19.8042	1.24728	773.74	0.96506	3.28	0
887	11:49:20.96	0.0390	20.51952	22.22	46.02	1.2	0.999258	19.8037	1.24732	773.76	0.96511	3.28	0
888	11:49:21.26	0.0370	20.52029	22.23	46.02	1.2	0.999300	19.8037	1.24728	773.74	0.96508	3.28	0
889	11:49:21.56	0.0360	20.52057	22.23	46.02	1.2	0.999312	19.8040	1.24728	773.74	0.96508	3.28	0
890	11:49:21.86	0.0390	20.51952	22.23	46.02	1.2	0.999258	19.8038	1.24732	773.76	0.96512	3.28	0
891	11:49:22.16	0.0375	20.52001	22.23	46.02	1.2	0.999282	19.8041	1.24732	773.76	0.96511	3.28	0
892	11:49:22.46	0.0360	20.52057	22.23	46.02	1.2	0.999312	19.8038	1.24728	773.74	0.96507	3.28	0
893	11:49:22.76	0.0345	20.52113	22.23	46.05	1.2	0.999342	19.8036	1.24724	773.74	0.96503	3.28	0
894	11:49:23.06	0.0370	20.52029	22.23	46.05	1.2	0.999300	19.8040	1.24728	773.76	0.96509	3.28	0
895	11:49:23.36	0.0360	20.52064	22.23	46.05	1.2	0.999318	19.8036	1.24728	773.74	0.96506	3.28	0
896	11:49:23.66	0.0360	20.52064	22.23	46.05	1.2	0.999312	19.8035	1.24728	773.74	0.96505	3.28	0
897	11:49:23.96	0.0370	20.52029	22.23	46.02	1.2	0.999300	19.8040	1.24732	773.74	0.96509	3.28	0
898	11:49:24.26	0.0380	20.51994	22.23	46.02	1.2	0.999282	19.8039	1.24732	773.74	0.96511	3.28	0
899	11:49:24.56	0.0360	20.52071	22.23	46.02	1.2	0.999318	19.8038	1.24728	773.74	0.96506	3.28	0
900	11:49:24.86	0.0355	20.52106	22.22	46.02	1.2	0.999330	19.8034	1.24728	773.72	0.96503	3.28	0
901	11:49:25.16	0.0380	20.52001	22.22	46.02	1.2	0.999276	19.8038	1.24732	773.74	0.96510	3.28	0
902	11:49:25.46	0.0360	20.52057	22.23	46.02	1.2	0.999312	19.8036	1.24728	773.74	0.96506	3.28	0
903	11:49:25.76	0.0365	20.52036	22.23	46.05	1.2	0.999300	19.8043	1.24732	773.76	0.96511	3.28	0
904	11:49:26.06	0.0360	20.52078	22.22	46.05	1.2	0.999318	19.8045	1.24728	773.74	0.96509	3.28	0
905	11:49:26.36	0.0375	20.52022	22.22	46.02	1.2	0.999288	19.8045	1.24732	773.76	0.96512	3.28	0
906	11:49:26.66	0.0350	20.52099	22.23	46.02	1.2	0.999330	19.8040	1.24728	773.74	0.96506	3.28	0
907	11:49:26.96	0.0360	20.52078	22.23	46.02	1.2	0.999318	19.8050	1.24732	773.76	0.96512	3.28	0
908	11:49:27.26	0.0375	20.52015	22.23	46.02	1.2	0.999288	19.8040	1.24732	773.74	0.96510	3.28	0
909	11:49:27.56	0.0365	20.52043	22.23	46.02	1.2	0.999306	19.8034	1.24728	773.72	0.96506	3.28	0
910	11:49:27.86	0.0375	20.52022	22.22	46.02	1.2	0.999288	19.8040	1.24732	773.74	0.96510	3.28	0
911	11:49:28.16	0.0375	20.52022	22.22	46.02	1.2	0.999288	19.8035	1.24728	773.74	0.96507	3.28	0
912	11:49:28.46	0.0360	20.52078	22.22	46.02	1.2	0.999318	19.8038	1.24728	773.74	0.96506	3.28	0
913	11:49:28.76	0.0385	20.51980	22.22	46.02	1.2	0.999270	19.8040	1.24732	773.76	0.96512	3.28	0
914	11:49:29.06	0.0370	20.52015	22.23	46.02	1.2	0.999294	19.8045	1.24732	773.76	0.96512	3.28	0
915	11:49:29.36	0.0365	20.52050	22.23	46.02	1.2	0.999306	19.8043	1.24732	773.74	0.96510	3.28	0
916	11:49:29.66	0.0370	20.52043	22.22	46.02	1.2	0.999300	19.8043	1.24732	773.74	0.96510	3.28	0
917	11:49:29.96	0.0365	20.52057	22.22	46.02	1.2	0.999306	19.8042	1.24732	773.74	0.96509	3.28	0
918	11:49:30.26	0.0365	20.52043	22.22	46.02	1.2	0.999300	19.8044	1.24732	773.76	0.96511	3.28	0
919	11:49:30.56	0.0365	20.52057	22.22	46.02	1.2	0.999306	19.8043	1.24728	773.74	0.96509	3.28	0
920	11:49:30.86	0.0355	20.52092	22.23	46.02	1.2	0.999324	19.8045	1.24728	773.74	0.96509	3.28	0
921	11:49:31.16	0.0360	20.52064	22.23	46.05	1.2	0.999318	19.8043	1.24728	773.76	0.96509	3.28	0
922	11:49:31.46	0.0355	20.52078	22.23	46.05	1.2	0.999324	19.8042	1.24728	773.74	0.96508	3.28	0
923	11:49:31.76	0.0370	20.52015	22.23	46.05	1.2	0.999294	19.8047	1.24732	773.76	0.96514	3.28	0
924	11:49:32.06	0.0350	20.52106	22.23	46.05	1.2	0.999336	19.8050	1.24732	773.76	0.96510	3.28	0
925	11:49:32.36	0.0375	20.52001	22.23	46.02	1.2	0.999288	19.8045	1.24732	773.76	0.96513	3.28	0
926	11:49:32.66	0.0360	20.52071	22.23	46.02	1.2	0.999318	19.8045	1.24732	773.74	0.96510	3.28	0
927	11:49:32.96	0.0360	20.52064	22.23	46.05	1.2	0.999318	19.8037	1.24728	773.74	0.96506	3.28	0
928	11:49:33.26	0.0350	20.52106	22.22	46.05	1.2	0.999330	19.8044	1.24728	773.74	0.96508	3.28	0
929	11:49:33.56	0.0375	20.52022	22.22	46.05	1.2	0.999288	19.8037	1.24728	773.74	0.96508	3.28	0
930	11:49:33.86	0.0365	20.52043	22.23	46.05	1.2	0.999306	19.8043	1.24728	773.76	0.96510	3.28	0
931	11:49:34.16	0.0365	20.52050	22.23	46.05	1.2	0.999306	19.8041	1.24728	773.74	0.96509	3.28	0
932	11:49:34.46	0.0365	20.52036	22.23	46.05	1.2	0.999300	19.8040	1.24732	773.74	0.96509	3.28	0
933	11:49:34.76	0.0380	20.51980	22.23	46.02	1.2	0.999270	19.8040	1.24732	773.76	0.96512	3.28	0
934	11:49:35.06	0.0365	20.52043	22.23	46.02	1.2	0.999306	19.8040	1.24728	773.76	0.96509	3.28	0
