Device address	Device ID	Factory Device ID	Firmware	Measurement mode	Gain	Speed	Y_AH_Cal (-)	TF_Cal (V/W)	Temp_Cal (°C)																																				
FF47	D3	12J691	 C3.8	H2   	1.000	Norm 	 0.995544	20.464394	29.717340																																				
Iteration	Time	Output (%)	Transfer (V/W)	Tsens (°C)	RH (%)	AH (kPa)	Corr transfer (-)	Utp (mV)	Ih (mA)	Uh (mV)	Ph (mW)	Usyst (V)	Alarm																																
89	11:45:21.57	0.0385	20.51966	22.26	45.85	1.2	0.999270	19.8051	1.24732	773.80	0.96518	3.28	0
90	11:45:21.87	0.0340	20.52141	22.26	45.85	1.2	0.999354	19.8057	1.24732	773.76	0.96512	3.28	0
91	11:45:22.17	0.0365	20.52050	22.26	45.85	1.2	0.999312	19.8054	1.24732	773.78	0.96516	3.28	0
92	11:45:22.47	0.0360	20.52050	22.26	45.85	1.2	0.999312	19.8059	1.24736	773.78	0.96518	3.28	0
93	11:45:22.77	0.0375	20.52001	22.26	45.85	1.2	0.999288	19.8052	1.24732	773.78	0.96517	3.28	0
94	11:45:23.07	0.0375	20.52001	22.26	45.85	1.2	0.999288	19.8044	1.24732	773.78	0.96513	3.28	0
95	11:45:23.37	0.0370	20.52022	22.26	45.85	1.2	0.999294	19.8047	1.24732	773.78	0.96514	3.28	0
96	11:45:23.67	0.0355	20.52085	22.26	45.85	1.2	0.999324	19.8057	1.24732	773.78	0.96515	3.28	0
97	11:45:23.97	0.0370	20.52022	22.26	45.85	1.2	0.999294	19.8054	1.24732	773.78	0.96517	3.28	0
98	11:45:24.27	0.0370	20.52015	22.26	45.85	1.2	0.999294	19.8051	1.24732	773.78	0.96515	3.28	0
99	11:45:24.57	0.0385	20.51966	22.26	45.89	1.2	0.999270	19.8048	1.24736	773.78	0.96517	3.28	0
100	11:45:24.87	0.0370	20.52022	22.26	45.89	1.2	0.999300	19.8052	1.24732	773.78	0.96515	3.28	0
101	11:45:25.17	0.0360	20.52050	22.26	45.89	1.2	0.999312	19.8048	1.24732	773.76	0.96512	3.28	0
102	11:45:25.47	0.0370	20.52022	22.26	45.89	1.2	0.999300	19.8047	1.24732	773.78	0.96514	3.28	0
103	11:45:25.77	0.0370	20.52022	22.26	45.89	1.2	0.999300	19.8052	1.24732	773.78	0.96515	3.28	0
104	11:45:26.07	0.0375	20.52008	22.26	45.89	1.2	0.999294	19.8050	1.24732	773.78	0.96515	3.28	0
105	11:45:26.37	0.0360	20.52050	22.26	45.89	1.2	0.999312	19.8049	1.24732	773.78	0.96512	3.28	0
106	11:45:26.67	0.0360	20.52050	22.26	45.89	1.2	0.999312	19.8045	1.24728	773.76	0.96511	3.28	0
107	11:45:26.97	0.0365	20.52036	22.26	45.89	1.2	0.999306	19.8059	1.24732	773.80	0.96518	3.28	0
108	11:45:27.27	0.0360	20.52057	22.26	45.89	1.2	0.999318	19.8059	1.24732	773.80	0.96518	3.28	0
109	11:45:27.57	0.0345	20.52106	22.26	45.89	1.2	0.999336	19.8054	1.24728	773.78	0.96513	3.28	0
110	11:45:27.87	0.0360	20.52050	22.26	45.89	1.2	0.999312	19.8055	1.24732	773.78	0.96515	3.28	0
111	11:45:28.17	0.0360	20.52050	22.26	45.89	1.2	0.999312	19.8052	1.24732	773.78	0.96514	3.28	0
112	11:45:28.47	0.0365	20.52029	22.26	45.89	1.2	0.999300	19.8052	1.24732	773.78	0.96515	3.28	0
113	11:45:28.77	0.0390	20.51945	22.26	45.89	1.2	0.999264	19.8050	1.24732	773.80	0.96518	3.28	0
114	11:45:29.07	0.0350	20.52099	22.26	45.89	1.2	0.999336	19.8054	1.24732	773.76	0.96513	3.28	0
115	11:45:29.37	0.0345	20.52106	22.26	45.89	1.2	0.999342	19.8053	1.24732	773.76	0.96512	3.28	0
116	11:45:29.67	0.0360	20.52064	22.26	45.89	1.2	0.999318	19.8052	1.24732	773.78	0.96514	3.28	0
117	11:45:29.97	0.0360	20.52064	22.26	45.89	1.2	0.999318	19.8054	1.24732	773.78	0.96515	3.28	0
118	11:45:30.27	0.0375	20.52001	22.26	45.89	1.2	0.999288	19.8054	1.24732	773.78	0.96517	3.28	0
119	11:45:30.57	0.0345	20.52106	22.26	45.89	1.2	0.999342	19.8050	1.24728	773.76	0.96511	3.28	0
120	11:45:30.87	0.0385	20.51959	22.26	45.89	1.2	0.999270	19.8041	1.24732	773.76	0.96513	3.28	0
121	11:45:31.17	0.0365	20.52043	22.26	45.89	1.2	0.999312	19.8052	1.24732	773.78	0.96515	3.28	0
122	11:45:31.47	0.0350	20.52085	22.26	45.89	1.2	0.999330	19.8047	1.24728	773.76	0.96510	3.28	0
123	11:45:31.77	0.0355	20.52078	22.26	45.89	1.2	0.999324	19.8046	1.24728	773.76	0.96510	3.28	0
124	11:45:32.07	0.0380	20.51973	22.26	45.89	1.2	0.999276	19.8045	1.24732	773.78	0.96515	3.28	0
125	11:45:32.37	0.0365	20.52036	22.26	45.89	1.2	0.999306	19.8045	1.24728	773.76	0.96512	3.28	0
126	11:45:32.67	0.0355	20.52071	22.26	45.89	1.2	0.999324	19.8050	1.24732	773.76	0.96512	3.28	0
127	11:45:32.97	0.0375	20.51987	22.26	45.89	1.2	0.999282	19.8052	1.24732	773.78	0.96517	3.28	0
128	11:45:33.27	0.0365	20.52036	22.26	45.89	1.2	0.999306	19.8045	1.24728	773.78	0.96511	3.28	0
129	11:45:33.57	0.0365	20.52029	22.26	45.89	1.2	0.999300	19.8049	1.24732	773.78	0.96514	3.28	0
130	11:45:33.87	0.0375	20.52001	22.26	45.89	1.2	0.999288	19.8053	1.24732	773.78	0.96517	3.28	0
131	11:45:34.17	0.0375	20.52001	22.26	45.89	1.2	0.999288	19.8050	1.24732	773.78	0.96515	3.28	0
132	11:45:34.47	0.0365	20.52029	22.26	45.89	1.2	0.999300	19.8052	1.24732	773.78	0.96515	3.28	0
133	11:45:34.77	0.0360	20.52064	22.26	45.89	1.2	0.999318	19.8047	1.24728	773.76	0.96511	3.28	0
134	11:45:35.07	0.0355	20.52064	22.26	45.89	1.2	0.999318	19.8054	1.24732	773.78	0.96514	3.28	0
135	11:45:35.37	0.0375	20.51994	22.26	45.89	1.2	0.999288	19.8048	1.24732	773.78	0.96515	3.28	0
136	11:45:35.67	0.0360	20.52050	22.26	45.89	1.2	0.999312	19.8048	1.24728	773.78	0.96512	3.28	0
137	11:45:35.97	0.0370	20.52008	22.26	45.89	1.2	0.999294	19.8052	1.24732	773.78	0.96516	3.28	0
138	11:45:36.27	0.0365	20.52029	22.26	45.89	1.2	0.999300	19.8051	1.24732	773.78	0.96515	3.28	0
139	11:45:36.57	0.0355	20.52064	22.26	45.89	1.2	0.999318	19.8049	1.24728	773.78	0.96512	3.28	0
140	11:45:36.87	0.0360	20.52050	22.26	45.89	1.2	0.999312	19.8049	1.24732	773.78	0.96513	3.28	0
141	11:45:37.17	0.0375	20.52008	22.26	45.89	1.2	0.999294	19.8050	1.24732	773.78	0.96515	3.28	0
142	11:45:37.47	0.0375	20.51994	22.26	45.89	1.2	0.999288	19.8051	1.24732	773.78	0.96517	3.28	0
143	11:45:37.77	0.0355	20.52071	22.26	45.89	1.2	0.999324	19.8052	1.24732	773.78	0.96513	3.28	0
144	11:45:38.07	0.0365	20.52029	22.26	45.89	1.2	0.999300	19.8043	1.24728	773.76	0.96511	3.28	0
145	11:45:38.37	0.0375	20.51994	22.26	45.89	1.2	0.999288	19.8050	1.24732	773.80	0.96515	3.28	0
146	11:45:38.67	0.0370	20.52022	22.26	45.89	1.2	0.999300	19.8047	1.24732	773.78	0.96514	3.28	0
147	11:45:38.97	0.0370	20.52015	22.26	45.89	1.2	0.999300	19.8048	1.24732	773.78	0.96514	3.28	0
148	11:45:39.27	0.0385	20.51966	22.26	45.89	1.2	0.999270	19.8047	1.24732	773.78	0.96515	3.28	0
149	11:45:39.57	0.0370	20.52022	22.26	45.89	1.2	0.999300	19.8048	1.24732	773.78	0.96514	3.28	0
150	11:45:39.87	0.0360	20.52057	22.26	45.89	1.2	0.999318	19.8051	1.24728	773.78	0.96514	3.28	0
151	11:45:40.17	0.0385	20.51959	22.26	45.89	1.2	0.999270	19.8050	1.24732	773.80	0.96517	3.28	0
152	11:45:40.49	0.0365	20.52029	22.26	45.89	1.2	0.999300	19.8051	1.24732	773.78	0.96515	3.28	0
153	11:45:40.77	0.0380	20.51980	22.26	45.89	1.2	0.999276	19.8050	1.24732	773.80	0.96517	3.28	0
154	11:45:41.07	0.0375	20.52001	22.26	45.89	1.2	0.999288	19.8052	1.24732	773.78	0.96517	3.28	0
155	11:45:41.37	0.0370	20.52015	22.26	45.89	1.2	0.999294	19.8049	1.24732	773.78	0.96514	3.28	0
156	11:45:41.67	0.0355	20.52071	22.26	45.89	1.2	0.999324	19.8047	1.24732	773.76	0.96511	3.28	0
157	11:45:41.97	0.0365	20.52043	22.26	45.89	1.2	0.999306	19.8048	1.24732	773.78	0.96513	3.28	0
158	11:45:42.27	0.0355	20.52085	22.26	45.89	1.2	0.999330	19.8054	1.24732	773.78	0.96514	3.28	0
159	11:45:42.57	0.0360	20.52050	22.26	45.89	1.2	0.999312	19.8054	1.24732	773.78	0.96515	3.28	0
160	11:45:42.87	0.0360	20.52057	22.26	45.89	1.2	0.999318	19.8057	1.24732	773.78	0.96516	3.28	0
161	11:45:43.17	0.0360	20.52057	22.26	45.89	1.2	0.999318	19.8060	1.24732	773.80	0.96518	3.28	0
162	11:45:43.47	0.0355	20.52071	22.26	45.89	1.2	0.999324	19.8056	1.24732	773.78	0.96515	3.28	0
163	11:45:43.77	0.0350	20.52099	22.26	45.89	1.2	0.999336	19.8059	1.24732	773.78	0.96515	3.28	0
164	11:45:44.07	0.0350	20.52092	22.26	45.89	1.2	0.999336	19.8052	1.24728	773.76	0.96512	3.28	0
165	11:45:44.37	0.0350	20.52085	22.26	45.89	1.2	0.999330	19.8058	1.24732	773.78	0.96515	3.28	0
166	11:45:44.67	0.0380	20.51973	22.26	45.89	1.2	0.999276	19.8055	1.24736	773.80	0.96520	3.28	0
167	11:45:44.97	0.0365	20.52029	22.26	45.89	1.2	0.999306	19.8056	1.24732	773.78	0.96517	3.28	0
168	11:45:45.27	0.0355	20.52078	22.26	45.89	1.2	0.999324	19.8061	1.24732	773.80	0.96517	3.28	0
169	11:45:45.57	0.0365	20.52029	22.26	45.89	1.2	0.999306	19.8061	1.24736	773.80	0.96520	3.28	0
170	11:45:45.87	0.0370	20.52008	22.26	45.89	1.2	0.999294	19.8056	1.24732	773.80	0.96518	3.28	0
171	11:45:46.17	0.0355	20.52064	22.26	45.92	1.2	0.999324	19.8058	1.24732	773.78	0.96517	3.28	0
172	11:45:46.47	0.0360	20.52057	22.26	45.92	1.2	0.999318	19.8056	1.24732	773.78	0.96516	3.28	0
173	11:45:46.77	0.0355	20.52071	22.26	45.89	1.2	0.999324	19.8062	1.24736	773.80	0.96518	3.28	0
174	11:45:47.07	0.0355	20.52071	22.26	45.89	1.2	0.999324	19.8052	1.24732	773.78	0.96514	3.28	0
175	11:45:47.37	0.0345	20.52106	22.26	45.92	1.2	0.999342	19.8061	1.24732	773.78	0.96516	3.28	0
176	11:45:47.67	0.0360	20.52050	22.26	45.92	1.2	0.999318	19.8054	1.24732	773.78	0.96515	3.28	0
177	11:45:47.97	0.0380	20.51980	22.26	45.89	1.2	0.999276	19.8051	1.24732	773.80	0.96517	3.28	0
178	11:45:48.27	0.0365	20.52043	22.26	45.89	1.2	0.999306	19.8052	1.24732	773.78	0.96514	3.28	0
179	11:45:48.57	0.0380	20.51980	22.26	45.89	1.2	0.999282	19.8054	1.24736	773.78	0.96519	3.28	0
180	11:45:48.87	0.0370	20.52015	22.26	45.89	1.2	0.999300	19.8052	1.24732	773.78	0.96515	3.28	0
181	11:45:49.17	0.0380	20.51973	22.26	45.92	1.2	0.999276	19.8052	1.24732	773.80	0.96518	3.28	0
182	11:45:49.47	0.0380	20.51966	22.26	45.92	1.2	0.999270	19.8059	1.24736	773.80	0.96521	3.28	0
183	11:45:49.77	0.0365	20.52029	22.26	45.92	1.2	0.999306	19.8052	1.24732	773.78	0.96515	3.28	0
184	11:45:50.07	0.0345	20.52113	22.26	45.92	1.2	0.999348	19.8059	1.24732	773.78	0.96515	3.28	0
185	11:45:50.37	0.0350	20.52092	22.26	45.92	1.2	0.999336	19.8059	1.24732	773.78	0.96516	3.28	0
186	11:45:50.67	0.0360	20.52043	22.26	45.92	1.2	0.999312	19.8054	1.24732	773.78	0.96516	3.28	0
187	11:45:50.97	0.0360	20.52057	22.26	45.92	1.2	0.999318	19.8058	1.24732	773.78	0.96517	3.28	0
188	11:45:51.27	0.0365	20.52036	22.26	45.92	1.2	0.999306	19.8055	1.24732	773.78	0.96517	3.28	0
189	11:45:51.57	0.0370	20.52015	22.26	45.92	1.2	0.999300	19.8058	1.24732	773.80	0.96518	3.28	0
190	11:45:51.87	0.0345	20.52113	22.26	45.92	1.2	0.999348	19.8057	1.24732	773.78	0.96514	3.28	0
191	11:45:52.17	0.0355	20.52071	22.26	45.92	1.2	0.999324	19.8052	1.24732	773.78	0.96514	3.28	0
192	11:45:52.47	0.0365	20.52022	22.26	45.92	1.2	0.999300	19.8052	1.24732	773.78	0.96516	3.28	0
193	11:45:52.77	0.0380	20.51973	22.26	45.92	1.2	0.999276	19.8059	1.24736	773.80	0.96521	3.28	0
194	11:45:53.07	0.0360	20.52050	22.25	45.92	1.2	0.999312	19.8054	1.24732	773.78	0.96515	3.28	0
195	11:45:53.37	0.0375	20.51994	22.25	45.92	1.2	0.999282	19.8059	1.24736	773.80	0.96520	3.28	0
196	11:45:53.67	0.0360	20.52057	22.26	45.92	1.2	0.999318	19.8062	1.24736	773.80	0.96519	3.28	0
197	11:45:53.97	0.0370	20.52015	22.26	45.92	1.2	0.999294	19.8056	1.24732	773.80	0.96518	3.28	0
198	11:45:54.27	0.0370	20.52008	22.26	45.92	1.2	0.999294	19.8052	1.24732	773.78	0.96517	3.28	0
199	11:45:54.57	0.0360	20.52043	22.26	45.92	1.2	0.999312	19.8052	1.24732	773.78	0.96514	3.28	0
200	11:45:54.87	0.0375	20.51994	22.26	45.92	1.2	0.999288	19.8057	1.24736	773.80	0.96520	3.28	0
201	11:45:55.17	0.0365	20.52036	22.26	45.92	1.2	0.999306	19.8051	1.24732	773.78	0.96514	3.28	0
202	11:45:55.47	0.0375	20.51994	22.26	45.92	1.2	0.999288	19.8054	1.24732	773.80	0.96518	3.28	0
203	11:45:55.77	0.0345	20.52106	22.26	45.92	1.2	0.999342	19.8056	1.24732	773.76	0.96514	3.28	0
204	11:45:56.07	0.0360	20.52057	22.26	45.92	1.2	0.999318	19.8061	1.24732	773.80	0.96518	3.28	0
205	11:45:56.37	0.0370	20.52022	22.26	45.92	1.2	0.999300	19.8053	1.24732	773.78	0.96516	3.28	0
206	11:45:56.67	0.0355	20.52071	22.26	45.92	1.2	0.999324	19.8061	1.24736	773.78	0.96517	3.28	0
207	11:45:56.97	0.0360	20.52057	22.26	45.92	1.2	0.999318	19.8056	1.24732	773.78	0.96515	3.28	0
208	11:45:57.27	0.0355	20.52085	22.25	45.92	1.2	0.999324	19.8061	1.24732	773.78	0.96517	3.28	0
209	11:45:57.57	0.0350	20.52106	22.25	45.92	1.2	0.999336	19.8054	1.24732	773.76	0.96512	3.28	0
210	11:45:57.87	0.0390	20.51931	22.26	45.92	1.2	0.999258	19.8054	1.24736	773.80	0.96521	3.28	0
211	11:45:58.17	0.0360	20.52057	22.26	45.92	1.2	0.999318	19.8057	1.24732	773.78	0.96517	3.28	0
212	11:45:58.47	0.0370	20.52029	22.25	45.92	1.2	0.999300	19.8054	1.24732	773.78	0.96517	3.28	0
213	11:45:58.77	0.0390	20.51945	22.25	45.92	1.2	0.999258	19.8052	1.24736	773.78	0.96520	3.28	0
214	11:45:59.07	0.0385	20.51966	22.25	45.92	1.2	0.999270	19.8049	1.24732	773.78	0.96517	3.28	0
215	11:45:59.37	0.0360	20.52057	22.25	45.92	1.2	0.999312	19.8055	1.24732	773.78	0.96515	3.28	0
216	11:45:59.67	0.0370	20.52022	22.25	45.92	1.2	0.999300	19.8057	1.24732	773.80	0.96518	3.28	0
217	11:45:59.97	0.0365	20.52043	22.25	45.92	1.2	0.999306	19.8052	1.24732	773.78	0.96515	3.28	0
