Device address	Device ID	Factory Device ID	Firmware	Measurement mode	Gain	Speed	Y_AH_Cal (-)	TF_Cal (V/W)	Temp_Cal (°C)																																				
FF46	D2	12J692	 C3.8	H2   	1.005	Norm 	 0.999466	21.182169	23.924849																																				
Iteration	Time	Output (%)	Transfer (V/W)	Tsens (°C)	RH (%)	AH (kPa)	Corr transfer (-)	Utp (mV)	Ih (mA)	Uh (mV)	Ph (mW)	Usyst (V)	Alarm																																
522	11:47:31.46	0.0625	21.11774	21.81	47.55	1.2	0.998820	22.1250	1.29964	806.16	1.04770	3.26	0
523	11:47:31.76	0.0635	21.11746	21.80	47.55	1.2	0.998802	22.1253	1.29964	806.18	1.04773	3.26	0
524	11:47:32.06	0.0625	21.11788	21.80	47.55	1.2	0.998820	22.1252	1.29964	806.16	1.04770	3.26	0
525	11:47:32.36	0.0600	21.11879	21.80	47.55	1.2	0.998862	22.1259	1.29960	806.16	1.04769	3.26	0
526	11:47:32.66	0.0620	21.11795	21.80	47.55	1.2	0.998826	22.1250	1.29960	806.16	1.04769	3.26	0
527	11:47:32.96	0.0615	21.11809	21.80	47.55	1.2	0.998832	22.1248	1.29960	806.14	1.04767	3.26	0
528	11:47:33.27	0.0625	21.11774	21.80	47.55	1.2	0.998820	22.1247	1.29960	806.14	1.04768	3.26	0
529	11:47:33.56	0.0630	21.11753	21.80	47.55	1.2	0.998808	22.1245	1.29960	806.16	1.04768	3.26	0
530	11:47:33.86	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1249	1.29960	806.16	1.04770	3.26	0
531	11:47:34.16	0.0630	21.11746	21.80	47.58	1.2	0.998802	22.1248	1.29964	806.16	1.04770	3.26	0
532	11:47:34.46	0.0630	21.11760	21.80	47.58	1.2	0.998814	22.1247	1.29960	806.16	1.04769	3.26	0
533	11:47:34.76	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1247	1.29960	806.16	1.04768	3.26	0
534	11:47:35.06	0.0635	21.11739	21.80	47.58	1.2	0.998802	22.1250	1.29964	806.16	1.04771	3.26	0
535	11:47:35.37	0.0635	21.11732	21.81	47.58	1.2	0.998802	22.1250	1.29964	806.16	1.04772	3.26	0
536	11:47:35.66	0.0600	21.11858	21.81	47.58	1.2	0.998862	22.1252	1.29960	806.16	1.04767	3.26	0
537	11:47:35.96	0.0605	21.11851	21.80	47.58	1.2	0.998856	22.1251	1.29960	806.14	1.04767	3.26	0
538	11:47:36.26	0.0615	21.11809	21.80	47.58	1.2	0.998832	22.1241	1.29956	806.14	1.04764	3.26	0
539	11:47:36.56	0.0615	21.11809	21.80	47.58	1.2	0.998832	22.1243	1.29960	806.14	1.04764	3.26	0
540	11:47:36.86	0.0635	21.11732	21.80	47.58	1.2	0.998802	22.1248	1.29964	806.16	1.04771	3.26	0
541	11:47:37.16	0.0615	21.11802	21.80	47.58	1.2	0.998832	22.1253	1.29964	806.16	1.04770	3.26	0
542	11:47:37.46	0.0640	21.11718	21.80	47.58	1.2	0.998796	22.1248	1.29964	806.16	1.04771	3.26	0
543	11:47:37.76	0.0615	21.11802	21.80	47.58	1.2	0.998832	22.1248	1.29960	806.16	1.04767	3.26	0
544	11:47:38.06	0.0625	21.11774	21.80	47.58	1.2	0.998820	22.1249	1.29964	806.14	1.04770	3.26	0
545	11:47:38.36	0.0620	21.11788	21.80	47.58	1.2	0.998826	22.1250	1.29960	806.16	1.04769	3.26	0
546	11:47:38.66	0.0645	21.11697	21.80	47.58	1.2	0.998784	22.1250	1.29964	806.18	1.04773	3.26	0
547	11:47:38.96	0.0635	21.11739	21.80	47.58	1.2	0.998802	22.1252	1.29964	806.16	1.04773	3.26	0
548	11:47:39.26	0.0625	21.11774	21.80	47.58	1.2	0.998820	22.1255	1.29964	806.16	1.04772	3.26	0
549	11:47:39.56	0.0620	21.11802	21.80	47.58	1.2	0.998832	22.1256	1.29964	806.16	1.04771	3.26	0
550	11:47:39.86	0.0625	21.11774	21.80	47.58	1.2	0.998820	22.1245	1.29960	806.14	1.04767	3.26	0
551	11:47:40.16	0.0630	21.11739	21.80	47.58	1.2	0.998802	22.1255	1.29964	806.18	1.04773	3.26	0
552	11:47:40.46	0.0630	21.11746	21.80	47.58	1.2	0.998802	22.1252	1.29964	806.16	1.04773	3.26	0
553	11:47:40.76	0.0635	21.11739	21.80	47.58	1.2	0.998802	22.1250	1.29964	806.16	1.04771	3.26	0
554	11:47:41.06	0.0620	21.11788	21.80	47.58	1.2	0.998826	22.1255	1.29964	806.16	1.04771	3.26	0
555	11:47:41.36	0.0630	21.11753	21.80	47.58	1.2	0.998808	22.1252	1.29964	806.16	1.04771	3.26	0
556	11:47:41.66	0.0650	21.11669	21.80	47.58	1.2	0.998766	22.1255	1.29968	806.18	1.04777	3.26	0
557	11:47:41.96	0.0640	21.11704	21.80	47.58	1.2	0.998784	22.1255	1.29964	806.18	1.04776	3.26	0
558	11:47:42.26	0.0645	21.11683	21.80	47.58	1.2	0.998778	22.1245	1.29964	806.16	1.04772	3.26	0
559	11:47:42.56	0.0615	21.11816	21.80	47.58	1.2	0.998838	22.1252	1.29964	806.14	1.04769	3.26	0
560	11:47:42.86	0.0625	21.11781	21.80	47.58	1.2	0.998820	22.1250	1.29960	806.16	1.04770	3.26	0
561	11:47:43.16	0.0615	21.11802	21.80	47.58	1.2	0.998832	22.1246	1.29960	806.14	1.04767	3.26	0
562	11:47:43.46	0.0610	21.11844	21.80	47.58	1.2	0.998850	22.1248	1.29960	806.14	1.04765	3.26	0
563	11:47:43.76	0.0620	21.11795	21.80	47.58	1.2	0.998826	22.1252	1.29964	806.16	1.04770	3.26	0
564	11:47:44.06	0.0630	21.11753	21.80	47.58	1.2	0.998808	22.1248	1.29964	806.16	1.04770	3.26	0
565	11:47:44.36	0.0620	21.11781	21.80	47.58	1.2	0.998820	22.1251	1.29964	806.14	1.04770	3.26	0
566	11:47:44.66	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1242	1.29960	806.14	1.04766	3.26	0
567	11:47:44.96	0.0620	21.11802	21.80	47.58	1.2	0.998832	22.1246	1.29960	806.14	1.04767	3.26	0
568	11:47:45.26	0.0610	21.11823	21.80	47.58	1.2	0.998844	22.1249	1.29960	806.14	1.04767	3.26	0
569	11:47:45.56	0.0620	21.11795	21.80	47.58	1.2	0.998826	22.1249	1.29960	806.16	1.04768	3.26	0
570	11:47:45.86	0.0620	21.11788	21.80	47.58	1.2	0.998826	22.1246	1.29960	806.16	1.04767	3.26	0
571	11:47:46.16	0.0630	21.11753	21.80	47.58	1.2	0.998808	22.1245	1.29960	806.14	1.04768	3.26	0
572	11:47:46.46	0.0615	21.11816	21.80	47.58	1.2	0.998838	22.1251	1.29960	806.16	1.04768	3.26	0
573	11:47:46.76	0.0620	21.11795	21.80	47.58	1.2	0.998826	22.1251	1.29964	806.16	1.04769	3.26	0
574	11:47:47.06	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1246	1.29960	806.16	1.04768	3.26	0
575	11:47:47.36	0.0620	21.11795	21.80	47.58	1.2	0.998826	22.1249	1.29960	806.16	1.04768	3.26	0
576	11:47:47.66	0.0625	21.11774	21.80	47.58	1.2	0.998820	22.1252	1.29964	806.16	1.04771	3.26	0
577	11:47:47.96	0.0660	21.11641	21.79	47.58	1.2	0.998748	22.1250	1.29968	806.18	1.04776	3.26	0
578	11:47:48.26	0.0620	21.11802	21.79	47.58	1.2	0.998826	22.1248	1.29960	806.14	1.04767	3.26	0
579	11:47:48.56	0.0615	21.11816	21.80	47.58	1.2	0.998838	22.1249	1.29960	806.14	1.04767	3.26	0
580	11:47:48.86	0.0615	21.11809	21.80	47.58	1.2	0.998832	22.1258	1.29964	806.16	1.04772	3.26	0
581	11:47:49.16	0.0625	21.11774	21.80	47.58	1.2	0.998814	22.1250	1.29960	806.16	1.04770	3.26	0
582	11:47:49.46	0.0615	21.11809	21.80	47.58	1.2	0.998832	22.1250	1.29960	806.16	1.04768	3.26	0
583	11:47:49.76	0.0620	21.11795	21.80	47.58	1.2	0.998826	22.1253	1.29964	806.16	1.04770	3.26	0
584	11:47:50.06	0.0625	21.11760	21.80	47.58	1.2	0.998814	22.1253	1.29964	806.16	1.04772	3.26	0
585	11:47:50.36	0.0630	21.11753	21.80	47.58	1.2	0.998808	22.1246	1.29964	806.14	1.04769	3.26	0
586	11:47:50.66	0.0635	21.11739	21.80	47.58	1.2	0.998802	22.1249	1.29964	806.16	1.04771	3.26	0
587	11:47:50.96	0.0630	21.11753	21.80	47.58	1.2	0.998808	22.1246	1.29960	806.16	1.04769	3.26	0
588	11:47:51.26	0.0615	21.11823	21.80	47.58	1.2	0.998838	22.1252	1.29960	806.16	1.04768	3.26	0
589	11:47:51.56	0.0610	21.11837	21.80	47.58	1.2	0.998850	22.1255	1.29960	806.16	1.04769	3.26	0
590	11:47:51.86	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1249	1.29960	806.16	1.04770	3.26	0
591	11:47:52.16	0.0625	21.11781	21.80	47.58	1.2	0.998820	22.1250	1.29964	806.16	1.04770	3.26	0
592	11:47:52.46	0.0615	21.11823	21.80	47.58	1.2	0.998838	22.1247	1.29960	806.14	1.04766	3.26	0
593	11:47:52.76	0.0595	21.11886	21.80	47.58	1.2	0.998874	22.1244	1.29956	806.14	1.04761	3.26	0
594	11:47:53.06	0.0645	21.11697	21.80	47.58	1.2	0.998784	22.1243	1.29964	806.16	1.04770	3.26	0
595	11:47:53.36	0.0610	21.11823	21.80	47.58	1.2	0.998838	22.1244	1.29956	806.14	1.04764	3.26	0
596	11:47:53.66	0.0630	21.11753	21.80	47.58	1.2	0.998808	22.1239	1.29960	806.14	1.04765	3.26	0
597	11:47:53.96	0.0595	21.11886	21.80	47.58	1.2	0.998868	22.1259	1.29960	806.16	1.04768	3.26	0
598	11:47:54.26	0.0605	21.11858	21.80	47.58	1.2	0.998856	22.1249	1.29960	806.14	1.04765	3.26	0
599	11:47:54.56	0.0620	21.11795	21.80	47.58	1.2	0.998826	22.1249	1.29964	806.14	1.04768	3.26	0
600	11:47:54.86	0.0645	21.11690	21.80	47.58	1.2	0.998778	22.1244	1.29960	806.16	1.04771	3.26	0
601	11:47:55.16	0.0625	21.11774	21.80	47.58	1.2	0.998820	22.1250	1.29960	806.16	1.04770	3.26	0
602	11:47:55.46	0.0590	21.11907	21.80	47.58	1.2	0.998880	22.1256	1.29960	806.14	1.04766	3.26	0
603	11:47:55.76	0.0610	21.11837	21.80	47.58	1.2	0.998850	22.1250	1.29960	806.14	1.04767	3.26	0
604	11:47:56.06	0.0640	21.11711	21.80	47.58	1.2	0.998790	22.1247	1.29964	806.16	1.04771	3.26	0
605	11:47:56.36	0.0650	21.11662	21.80	47.58	1.2	0.998766	22.1252	1.29968	806.18	1.04776	3.26	0
606	11:47:56.66	0.0615	21.11809	21.80	47.58	1.2	0.998832	22.1248	1.29960	806.14	1.04767	3.26	0
607	11:47:56.96	0.0625	21.11760	21.81	47.58	1.2	0.998814	22.1241	1.29960	806.14	1.04766	3.26	0
608	11:47:57.26	0.0630	21.11746	21.81	47.58	1.2	0.998808	22.1245	1.29964	806.14	1.04769	3.26	0
609	11:47:57.56	0.0615	21.11809	21.80	47.58	1.2	0.998832	22.1252	1.29960	806.16	1.04769	3.26	0
610	11:47:57.86	0.0610	21.11823	21.80	47.58	1.2	0.998844	22.1246	1.29960	806.14	1.04765	3.26	0
611	11:47:58.16	0.0620	21.11781	21.80	47.58	1.2	0.998820	22.1243	1.29960	806.14	1.04766	3.26	0
612	11:47:58.46	0.0620	21.11795	21.80	47.58	1.2	0.998826	22.1249	1.29960	806.16	1.04768	3.26	0
613	11:47:58.76	0.0605	21.11858	21.80	47.58	1.2	0.998856	22.1251	1.29960	806.14	1.04766	3.26	0
614	11:47:59.06	0.0600	21.11865	21.80	47.58	1.2	0.998862	22.1248	1.29960	806.12	1.04764	3.26	0
615	11:47:59.36	0.0630	21.11746	21.81	47.58	1.2	0.998808	22.1250	1.29964	806.16	1.04771	3.26	0
616	11:47:59.66	0.0625	21.11760	21.81	47.58	1.2	0.998814	22.1248	1.29960	806.16	1.04770	3.26	0
617	11:47:59.96	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1253	1.29964	806.16	1.04771	3.26	0
618	11:48:00.26	0.0630	21.11760	21.80	47.58	1.2	0.998814	22.1246	1.29960	806.16	1.04768	3.26	0
619	11:48:00.56	0.0610	21.11830	21.81	47.58	1.2	0.998850	22.1248	1.29960	806.14	1.04766	3.26	0
620	11:48:00.86	0.0625	21.11767	21.81	47.58	1.2	0.998820	22.1246	1.29964	806.14	1.04768	3.26	0
621	11:48:01.16	0.0630	21.11753	21.80	47.58	1.2	0.998808	22.1245	1.29960	806.16	1.04769	3.26	0
622	11:48:01.46	0.0630	21.11746	21.80	47.58	1.2	0.998802	22.1250	1.29964	806.16	1.04771	3.26	0
623	11:48:01.76	0.0635	21.11739	21.80	47.58	1.2	0.998802	22.1249	1.29964	806.16	1.04771	3.26	0
624	11:48:02.06	0.0615	21.11816	21.80	47.58	1.2	0.998838	22.1250	1.29960	806.14	1.04768	3.26	0
625	11:48:02.36	0.0615	21.11802	21.81	47.58	1.2	0.998832	22.1248	1.29960	806.14	1.04767	3.26	0
626	11:48:02.66	0.0610	21.11816	21.81	47.58	1.2	0.998844	22.1254	1.29960	806.16	1.04770	3.26	0
627	11:48:02.96	0.0610	21.11823	21.81	47.58	1.2	0.998844	22.1245	1.29960	806.14	1.04765	3.26	0
628	11:48:03.26	0.0630	21.11739	21.81	47.58	1.2	0.998808	22.1248	1.29960	806.16	1.04770	3.26	0
629	11:48:03.56	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1249	1.29960	806.16	1.04770	3.26	0
630	11:48:03.86	0.0605	21.11851	21.80	47.58	1.2	0.998856	22.1250	1.29960	806.14	1.04765	3.26	0
631	11:48:04.16	0.0630	21.11760	21.80	47.58	1.2	0.998808	22.1249	1.29964	806.16	1.04770	3.26	0
632	11:48:04.46	0.0615	21.11816	21.80	47.58	1.2	0.998838	22.1251	1.29960	806.14	1.04768	3.26	0
633	11:48:04.76	0.0625	21.11767	21.81	47.58	1.2	0.998820	22.1250	1.29964	806.16	1.04770	3.26	0
634	11:48:05.06	0.0600	21.11872	21.81	47.58	1.2	0.998868	22.1251	1.29960	806.14	1.04765	3.26	0
635	11:48:05.36	0.0630	21.11760	21.80	47.58	1.2	0.998814	22.1252	1.29964	806.16	1.04771	3.26	0
636	11:48:05.66	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1248	1.29964	806.16	1.04769	3.26	0
637	11:48:05.96	0.0625	21.11760	21.81	47.58	1.2	0.998814	22.1246	1.29960	806.16	1.04768	3.26	0
638	11:48:06.26	0.0615	21.11795	21.81	47.58	1.2	0.998832	22.1248	1.29960	806.14	1.04767	3.26	0
639	11:48:06.56	0.0615	21.11802	21.80	47.58	1.2	0.998832	22.1252	1.29960	806.16	1.04769	3.26	0
640	11:48:06.86	0.0635	21.11732	21.80	47.58	1.2	0.998796	22.1251	1.29964	806.16	1.04772	3.26	0
641	11:48:07.16	0.0605	21.11851	21.81	47.58	1.2	0.998856	22.1252	1.29960	806.14	1.04767	3.26	0
642	11:48:07.46	0.0615	21.11795	21.81	47.58	1.2	0.998832	22.1252	1.29964	806.16	1.04770	3.26	0
643	11:48:07.76	0.0620	21.11788	21.81	47.58	1.2	0.998826	22.1261	1.29964	806.18	1.04774	3.26	0
644	11:48:08.06	0.0635	21.11725	21.81	47.58	1.2	0.998802	22.1254	1.29964	806.18	1.04774	3.26	0
645	11:48:08.36	0.0615	21.11809	21.81	47.58	1.2	0.998838	22.1262	1.29964	806.18	1.04774	3.26	0
646	11:48:08.66	0.0625	21.11753	21.81	47.58	1.2	0.998814	22.1254	1.29964	806.16	1.04773	3.26	0
647	11:48:08.96	0.0605	21.11837	21.81	47.58	1.2	0.998850	22.1252	1.29960	806.16	1.04768	3.26	0
648	11:48:09.26	0.0635	21.11725	21.81	47.58	1.2	0.998802	22.1254	1.29964	806.18	1.04774	3.26	0
649	11:48:09.56	0.0625	21.11760	21.81	47.58	1.2	0.998814	22.1245	1.29960	806.16	1.04768	3.26	0
650	11:48:09.86	0.0610	21.11830	21.81	47.58	1.2	0.998850	22.1250	1.29960	806.16	1.04767	3.26	0
651	11:48:10.16	0.0640	21.11697	21.81	47.58	1.2	0.998784	22.1244	1.29960	806.16	1.04771	3.26	0
652	11:48:10.46	0.0625	21.11774	21.81	47.58	1.2	0.998820	22.1247	1.29960	806.16	1.04768	3.26	0
653	11:48:10.76	0.0625	21.11760	21.81	47.58	1.2	0.998814	22.1243	1.29960	806.14	1.04767	3.26	0
654	11:48:11.06	0.0635	21.11718	21.81	47.58	1.2	0.998796	22.1248	1.29964	806.16	1.04771	3.26	0
655	11:48:11.36	0.0625	21.11767	21.81	47.58	1.2	0.998820	22.1250	1.29960	806.16	1.04770	3.26	0
656	11:48:11.66	0.0620	21.11781	21.81	47.58	1.2	0.998826	22.1257	1.29964	806.16	1.04773	3.26	0
657	11:48:11.96	0.0600	21.11858	21.81	47.58	1.2	0.998862	22.1249	1.29956	806.14	1.04765	3.26	0
658	11:48:12.26	0.0615	21.11809	21.81	47.58	1.2	0.998838	22.1243	1.29956	806.14	1.04765	3.26	0
659	11:48:12.56	0.0640	21.11711	21.80	47.58	1.2	0.998790	22.1247	1.29964	806.16	1.04771	3.26	0
660	11:48:12.86	0.0635	21.11739	21.80	47.58	1.2	0.998802	22.1248	1.29964	806.16	1.04771	3.26	0
661	11:48:13.16	0.0610	21.11837	21.80	47.58	1.2	0.998850	22.1246	1.29960	806.12	1.04765	3.26	0
662	11:48:13.46	0.0630	21.11753	21.80	47.58	1.2	0.998808	22.1246	1.29960	806.16	1.04769	3.26	0
663	11:48:13.76	0.0615	21.11795	21.81	47.58	1.2	0.998832	22.1254	1.29960	806.16	1.04771	3.26	0
664	11:48:14.06	0.0600	21.11851	21.81	47.58	1.2	0.998862	22.1254	1.29960	806.16	1.04768	3.26	0
665	11:48:14.36	0.0620	21.11788	21.81	47.58	1.2	0.998826	22.1248	1.29960	806.16	1.04768	3.26	0
666	11:48:14.66	0.0625	21.11753	21.81	47.58	1.2	0.998814	22.1238	1.29960	806.14	1.04765	3.26	0
667	11:48:14.96	0.0625	21.11774	21.80	47.58	1.2	0.998820	22.1251	1.29960	806.16	1.04770	3.26	0
668	11:48:15.26	0.0625	21.11774	21.80	47.58	1.2	0.998820	22.1245	1.29960	806.14	1.04767	3.26	0
669	11:48:15.56	0.0645	21.11690	21.81	47.58	1.2	0.998784	22.1248	1.29964	806.18	1.04773	3.26	0
670	11:48:15.86	0.0595	21.11879	21.81	47.58	1.2	0.998874	22.1257	1.29960	806.16	1.04768	3.26	0
671	11:48:16.16	0.0620	21.11788	21.80	47.58	1.2	0.998826	22.1243	1.29960	806.14	1.04766	3.26	0
672	11:48:16.46	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1241	1.29960	806.14	1.04766	3.26	0
673	11:48:16.76	0.0615	21.11809	21.80	47.58	1.2	0.998832	22.1251	1.29960	806.16	1.04768	3.26	0
674	11:48:17.06	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1243	1.29960	806.14	1.04767	3.26	0
675	11:48:17.36	0.0635	21.11739	21.80	47.58	1.2	0.998802	22.1248	1.29960	806.16	1.04770	3.26	0
676	11:48:17.66	0.0600	21.11872	21.80	47.58	1.2	0.998862	22.1254	1.29960	806.14	1.04767	3.26	0
677	11:48:17.96	0.0625	21.11760	21.80	47.58	1.2	0.998814	22.1250	1.29964	806.16	1.04771	3.26	0
678	11:48:18.26	0.0615	21.11802	21.80	47.58	1.2	0.998832	22.1249	1.29960	806.14	1.04768	3.26	0
679	11:48:18.56	0.0620	21.11788	21.81	47.58	1.2	0.998826	22.1255	1.29964	806.16	1.04771	3.26	0
680	11:48:18.86	0.0615	21.11795	21.81	47.58	1.2	0.998832	22.1251	1.29964	806.14	1.04769	3.26	0
681	11:48:19.16	0.0620	21.11774	21.81	47.58	1.2	0.998820	22.1248	1.29960	806.14	1.04768	3.26	0
682	11:48:19.46	0.0615	21.11809	21.81	47.58	1.2	0.998838	22.1250	1.29960	806.14	1.04768	3.26	0
683	11:48:19.76	0.0600	21.11865	21.81	47.58	1.2	0.998868	22.1256	1.29960	806.16	1.04768	3.26	0
684	11:48:20.06	0.0620	21.11774	21.81	47.58	1.2	0.998826	22.1249	1.29960	806.16	1.04769	3.26	0
685	11:48:20.36	0.0590	21.11893	21.81	47.58	1.2	0.998880	22.1257	1.29960	806.14	1.04767	3.26	0
686	11:48:20.66	0.0630	21.11739	21.81	47.58	1.2	0.998808	22.1247	1.29960	806.16	1.04770	3.26	0
687	11:48:20.96	0.0625	21.11774	21.81	47.58	1.2	0.998820	22.1253	1.29960	806.16	1.04771	3.26	0
688	11:48:21.26	0.0615	21.11795	21.81	47.58	1.2	0.998832	22.1251	1.29960	806.16	1.04769	3.26	0
689	11:48:21.56	0.0640	21.11704	21.81	47.58	1.2	0.998790	22.1255	1.29964	806.18	1.04776	3.26	0
690	11:48:21.86	0.0625	21.11753	21.81	47.58	1.2	0.998814	22.1243	1.29960	806.14	1.04768	3.26	0
691	11:48:22.16	0.0620	21.11788	21.81	47.58	1.2	0.998832	22.1259	1.29964	806.16	1.04773	3.26	0
692	11:48:22.46	0.0620	21.11795	21.81	47.58	1.2	0.998832	22.1250	1.29960	806.16	1.04769	3.26	0
693	11:48:22.76	0.0625	21.11760	21.81	47.58	1.2	0.998814	22.1249	1.29964	806.16	1.04770	3.26	0
694	11:48:23.06	0.0625	21.11760	21.81	47.58	1.2	0.998814	22.1251	1.29964	806.16	1.04771	3.26	0
695	11:48:23.36	0.0630	21.11732	21.81	47.58	1.2	0.998802	22.1244	1.29960	806.16	1.04769	3.26	0
696	11:48:23.66	0.0620	21.11788	21.81	47.58	1.2	0.998832	22.1253	1.29960	806.16	1.04770	3.26	0
697	11:48:23.96	0.0620	21.11781	21.81	47.58	1.2	0.998826	22.1247	1.29960	806.16	1.04768	3.26	0
698	11:48:24.26	0.0625	21.11767	21.81	47.58	1.2	0.998820	22.1246	1.29960	806.16	1.04768	3.26	0
699	11:48:24.56	0.0625	21.11760	21.81	47.58	1.2	0.998814	22.1253	1.29964	806.16	1.04772	3.26	0
700	11:48:24.86	0.0625	21.11767	21.81	47.58	1.2	0.998820	22.1251	1.29964	806.16	1.04771	3.26	0
701	11:48:25.16	0.0635	21.11718	21.81	47.58	1.2	0.998796	22.1252	1.29964	806.18	1.04774	3.26	0
702	11:48:25.46	0.0620	21.11781	21.81	47.58	1.2	0.998826	22.1246	1.29960	806.14	1.04768	3.26	0
703	11:48:25.76	0.0625	21.11767	21.81	47.58	1.2	0.998820	22.1244	1.29960	806.14	1.04767	3.26	0
704	11:48:26.06	0.0615	21.11802	21.81	47.58	1.2	0.998838	22.1250	1.29960	806.16	1.04768	3.26	0
705	11:48:26.36	0.0615	21.11809	21.80	47.58	1.2	0.998838	22.1257	1.29964	806.16	1.04771	3.26	0
706	11:48:26.66	0.0620	21.11795	21.80	47.58	1.2	0.998826	22.1245	1.29960	806.14	1.04766	3.26	0
707	11:48:26.96	0.0605	21.11844	21.80	47.58	1.2	0.998850	22.1248	1.29960	806.14	1.04765	3.26	0
708	11:48:27.26	0.0620	21.11795	21.80	47.58	1.2	0.998826	22.1254	1.29964	806.16	1.04771	3.26	0
709	11:48:27.56	0.0610	21.11830	21.81	47.58	1.2	0.998850	22.1249	1.29960	806.14	1.04767	3.26	0
710	11:48:27.86	0.0600	21.11865	21.81	47.58	1.2	0.998868	22.1250	1.29956	806.14	1.04765	3.26	0
711	11:48:28.16	0.0625	21.11767	21.81	47.58	1.2	0.998820	22.1252	1.29964	806.16	1.04771	3.26	0
712	11:48:28.46	0.0620	21.11788	21.81	47.58	1.2	0.998832	22.1244	1.29960	806.14	1.04766	3.26	0
713	11:48:28.76	0.0620	21.11795	21.81	47.58	1.2	0.998832	22.1246	1.29960	806.14	1.04767	3.26	0
714	11:48:29.06	0.0645	21.11683	21.81	47.58	1.2	0.998778	22.1241	1.29964	806.16	1.04770	3.26	0
715	11:48:29.36	0.0620	21.11788	21.80	47.58	1.2	0.998826	22.1239	1.29960	806.14	1.04764	3.26	0
716	11:48:29.66	0.0610	21.11830	21.80	47.58	1.2	0.998844	22.1247	1.29960	806.14	1.04765	3.26	0
717	11:48:29.96	0.0620	21.11781	21.80	47.58	1.2	0.998820	22.1244	1.29960	806.16	1.04767	3.26	0
718	11:48:30.26	0.0635	21.11739	21.80	47.58	1.2	0.998802	22.1246	1.29964	806.16	1.04770	3.26	0
719	11:48:30.56	0.0625	21.11774	21.80	47.58	1.2	0.998820	22.1244	1.29960	806.14	1.04767	3.26	0
720	11:48:30.86	0.0620	21.11788	21.80	47.58	1.2	0.998826	22.1250	1.29960	806.16	1.04769	3.26	0
721	11:48:31.16	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1250	1.29960	806.16	1.04770	3.26	0
722	11:48:31.46	0.0650	21.11669	21.80	47.58	1.2	0.998766	22.1234	1.29960	806.14	1.04768	3.26	0
723	11:48:31.76	0.0600	21.11851	21.81	47.58	1.2	0.998862	22.1244	1.29960	806.12	1.04763	3.26	0
724	11:48:32.06	0.0620	21.11788	21.81	47.58	1.2	0.998832	22.1246	1.29960	806.14	1.04767	3.26	0
725	11:48:32.36	0.0610	21.11837	21.80	47.58	1.2	0.998850	22.1243	1.29956	806.14	1.04763	3.26	0
726	11:48:32.66	0.0610	21.11830	21.80	47.58	1.2	0.998844	22.1247	1.29960	806.14	1.04765	3.26	0
727	11:48:32.96	0.0620	21.11788	21.81	47.58	1.2	0.998826	22.1249	1.29960	806.16	1.04769	3.26	0
728	11:48:33.26	0.0645	21.11676	21.81	47.58	1.2	0.998778	22.1245	1.29964	806.16	1.04773	3.26	0
729	11:48:33.56	0.0620	21.11788	21.80	47.58	1.2	0.998826	22.1248	1.29960	806.14	1.04768	3.26	0
730	11:48:33.86	0.0640	21.11704	21.80	47.58	1.2	0.998784	22.1245	1.29960	806.16	1.04771	3.26	0
731	11:48:34.16	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1243	1.29960	806.16	1.04767	3.26	0
732	11:48:34.46	0.0625	21.11767	21.80	47.58	1.2	0.998814	22.1244	1.29960	806.14	1.04767	3.26	0
733	11:48:34.76	0.0635	21.11725	21.81	47.58	1.2	0.998796	22.1248	1.29964	806.16	1.04771	3.26	0
734	11:48:35.06	0.0595	21.11893	21.81	47.58	1.2	0.998880	22.1258	1.29960	806.14	1.04768	3.26	0
735	11:48:35.36	0.0610	21.11823	21.80	47.58	1.2	0.998844	22.1248	1.29960	806.14	1.04767	3.26	0
736	11:48:35.66	0.0630	21.11753	21.80	47.58	1.2	0.998808	22.1241	1.29960	806.14	1.04767	3.26	0
737	11:48:35.96	0.0605	21.11858	21.80	47.58	1.2	0.998856	22.1252	1.29960	806.14	1.04767	3.26	0
738	11:48:36.26	0.0615	21.11802	21.80	47.58	1.2	0.998832	22.1249	1.29960	806.14	1.04768	3.26	0
739	11:48:36.56	0.0630	21.11746	21.80	47.58	1.2	0.998802	22.1248	1.29964	806.16	1.04770	3.26	0
740	11:48:36.86	0.0630	21.11760	21.80	47.58	1.2	0.998814	22.1244	1.29960	806.16	1.04767	3.26	0
741	11:48:37.16	0.0620	21.11795	21.80	47.58	1.2	0.998826	22.1244	1.29960	806.14	1.04766	3.26	0
742	11:48:37.46	0.0620	21.11802	21.80	47.58	1.2	0.998832	22.1250	1.29960	806.16	1.04768	3.26	0
743	11:48:37.76	0.0630	21.11753	21.80	47.58	1.2	0.998808	22.1247	1.29960	806.16	1.04770	3.26	0
