Device address	Device ID	Factory Device ID	Firmware	Measurement mode	Gain	Speed	Y_AH_Cal (-)	TF_Cal (V/W)	Temp_Cal (°C)																																				
FF46	D2	12J692	 C3.8	H2   	1.005	Norm 	 0.999466	21.182169	23.924849																																				
Iteration	Time	Output (%)	Transfer (V/W)	Tsens (°C)	RH (%)	AH (kPa)	Corr transfer (-)	Utp (mV)	Ih (mA)	Uh (mV)	Ph (mW)	Usyst (V)	Alarm																																
18	11:45:00.27	0.0615	21.11802	21.84	47.35	1.2	0.998838	22.1257	1.29964	806.16	1.04772	3.26	0
19	11:45:00.57	0.0610	21.11823	21.84	47.35	1.2	0.998844	22.1252	1.29960	806.16	1.04768	3.26	0
20	11:45:00.87	0.0600	21.11858	21.84	47.35	1.2	0.998862	22.1252	1.29960	806.16	1.04767	3.26	0
21	11:45:01.17	0.0630	21.11746	21.84	47.35	1.2	0.998808	22.1255	1.29964	806.18	1.04774	3.26	0
22	11:45:01.47	0.0635	21.11732	21.84	47.35	1.2	0.998802	22.1260	1.29964	806.20	1.04777	3.26	0
23	11:45:01.77	0.0620	21.11795	21.83	47.35	1.2	0.998826	22.1259	1.29964	806.18	1.04773	3.26	0
24	11:45:02.07	0.0625	21.11774	21.83	47.35	1.2	0.998820	22.1257	1.29964	806.18	1.04773	3.26	0
25	11:45:02.37	0.0630	21.11760	21.83	47.35	1.2	0.998808	22.1250	1.29960	806.18	1.04771	3.26	0
26	11:45:02.70	0.0595	21.11900	21.83	47.35	1.2	0.998874	22.1262	1.29960	806.16	1.04769	3.26	0
27	11:45:02.97	0.0620	21.11788	21.83	47.35	1.2	0.998826	22.1258	1.29964	806.18	1.04773	3.26	0
28	11:45:03.28	0.0620	21.11795	21.83	47.38	1.2	0.998832	22.1256	1.29960	806.18	1.04771	3.26	0
29	11:45:03.58	0.0620	21.11788	21.83	47.38	1.2	0.998826	22.1264	1.29964	806.18	1.04776	3.26	0
30	11:45:03.87	0.0635	21.11725	21.83	47.38	1.2	0.998796	22.1264	1.29964	806.20	1.04779	3.26	0
31	11:45:04.17	0.0630	21.11760	21.83	47.38	1.2	0.998814	22.1262	1.29964	806.20	1.04776	3.26	0
32	11:45:04.47	0.0605	21.11858	21.83	47.38	1.2	0.998862	22.1269	1.29964	806.18	1.04775	3.26	0
33	11:45:04.77	0.0635	21.11725	21.83	47.38	1.2	0.998796	22.1259	1.29964	806.18	1.04776	3.26	0
34	11:45:05.07	0.0620	21.11795	21.83	47.38	1.2	0.998832	22.1259	1.29964	806.18	1.04773	3.26	0
35	11:45:05.37	0.0625	21.11760	21.84	47.38	1.2	0.998814	22.1264	1.29964	806.20	1.04777	3.26	0
36	11:45:05.67	0.0625	21.11767	21.84	47.38	1.2	0.998820	22.1267	1.29964	806.20	1.04778	3.26	0
37	11:45:05.97	0.0630	21.11746	21.83	47.38	1.2	0.998808	22.1262	1.29964	806.20	1.04777	3.26	0
38	11:45:06.27	0.0615	21.11809	21.83	47.38	1.2	0.998838	22.1263	1.29964	806.18	1.04774	3.26	0
39	11:45:06.57	0.0645	21.11676	21.83	47.38	1.2	0.998772	22.1259	1.29968	806.20	1.04779	3.26	0
40	11:45:06.88	0.0625	21.11767	21.83	47.38	1.2	0.998814	22.1260	1.29964	806.18	1.04775	3.26	0
41	11:45:07.18	0.0635	21.11739	21.83	47.38	1.2	0.998802	22.1260	1.29964	806.20	1.04776	3.26	0
42	11:45:07.47	0.0610	21.11823	21.83	47.38	1.2	0.998844	22.1253	1.29960	806.16	1.04769	3.26	0
43	11:45:07.77	0.0615	21.11802	21.83	47.38	1.2	0.998832	22.1261	1.29964	806.18	1.04774	3.26	0
44	11:45:08.07	0.0610	21.11823	21.83	47.38	1.2	0.998844	22.1262	1.29960	806.18	1.04773	3.26	0
45	11:45:08.37	0.0630	21.11753	21.83	47.38	1.2	0.998808	22.1259	1.29964	806.18	1.04775	3.26	0
46	11:45:08.67	0.0605	21.11844	21.83	47.38	1.2	0.998856	22.1270	1.29964	806.20	1.04776	3.26	0
47	11:45:09.00	0.0645	21.11690	21.83	47.38	1.2	0.998778	22.1264	1.29968	806.22	1.04781	3.26	0
48	11:45:09.27	0.0620	21.11788	21.83	47.38	1.2	0.998826	22.1253	1.29960	806.16	1.04770	3.26	0
49	11:45:09.57	0.0605	21.11844	21.83	47.38	1.2	0.998856	22.1255	1.29960	806.16	1.04768	3.26	0
50	11:45:09.87	0.0615	21.11802	21.83	47.38	1.2	0.998832	22.1253	1.29960	806.16	1.04770	3.26	0
51	11:45:10.17	0.0615	21.11795	21.84	47.38	1.2	0.998832	22.1258	1.29964	806.18	1.04773	3.26	0
52	11:45:10.47	0.0620	21.11781	21.84	47.38	1.2	0.998826	22.1252	1.29960	806.18	1.04771	3.26	0
53	11:45:10.77	0.0605	21.11844	21.83	47.38	1.2	0.998856	22.1262	1.29960	806.18	1.04772	3.26	0
54	11:45:11.07	0.0635	21.11725	21.83	47.38	1.2	0.998796	22.1256	1.29964	806.18	1.04775	3.26	0
55	11:45:11.37	0.0625	21.11781	21.83	47.38	1.2	0.998820	22.1257	1.29964	806.18	1.04773	3.26	0
56	11:45:11.67	0.0615	21.11816	21.83	47.38	1.2	0.998838	22.1256	1.29960	806.16	1.04770	3.26	0
57	11:45:11.97	0.0605	21.11844	21.83	47.38	1.2	0.998850	22.1262	1.29960	806.18	1.04772	3.26	0
58	11:45:12.27	0.0600	21.11865	21.83	47.38	1.2	0.998862	22.1263	1.29960	806.18	1.04771	3.26	0
59	11:45:12.57	0.0640	21.11718	21.83	47.38	1.2	0.998796	22.1255	1.29964	806.18	1.04775	3.26	0
60	11:45:12.87	0.0610	21.11830	21.83	47.38	1.2	0.998844	22.1264	1.29964	806.18	1.04773	3.26	0
61	11:45:13.17	0.0620	21.11788	21.83	47.38	1.2	0.998826	22.1256	1.29960	806.18	1.04772	3.26	0
62	11:45:13.47	0.0595	21.11879	21.83	47.38	1.2	0.998868	22.1262	1.29960	806.16	1.04770	3.26	0
63	11:45:13.77	0.0635	21.11725	21.83	47.38	1.2	0.998796	22.1255	1.29964	806.18	1.04774	3.26	0
64	11:45:14.07	0.0630	21.11753	21.83	47.38	1.2	0.998808	22.1259	1.29964	806.18	1.04776	3.26	0
65	11:45:14.37	0.0615	21.11816	21.83	47.38	1.2	0.998838	22.1260	1.29964	806.18	1.04773	3.26	0
66	11:45:14.67	0.0615	21.11802	21.83	47.38	1.2	0.998832	22.1259	1.29964	806.18	1.04773	3.26	0
67	11:45:14.97	0.0625	21.11774	21.83	47.38	1.2	0.998820	22.1251	1.29960	806.18	1.04770	3.26	0
68	11:45:15.27	0.0625	21.11753	21.83	47.42	1.2	0.998814	22.1261	1.29964	806.20	1.04776	3.26	0
69	11:45:15.57	0.0605	21.11837	21.83	47.42	1.2	0.998850	22.1257	1.29960	806.16	1.04770	3.26	0
70	11:45:15.87	0.0620	21.11788	21.83	47.42	1.2	0.998826	22.1254	1.29960	806.18	1.04771	3.26	0
71	11:45:16.17	0.0630	21.11753	21.83	47.42	1.2	0.998814	22.1249	1.29960	806.16	1.04770	3.26	0
72	11:45:16.47	0.0635	21.11718	21.83	47.42	1.2	0.998796	22.1250	1.29964	806.18	1.04773	3.26	0
73	11:45:16.77	0.0615	21.11809	21.83	47.42	1.2	0.998838	22.1249	1.29960	806.16	1.04767	3.26	0
74	11:45:17.08	0.0625	21.11760	21.83	47.42	1.2	0.998814	22.1252	1.29960	806.18	1.04771	3.26	0
75	11:45:17.37	0.0625	21.11760	21.83	47.42	1.2	0.998814	22.1256	1.29964	806.18	1.04773	3.26	0
76	11:45:17.68	0.0620	21.11788	21.83	47.42	1.2	0.998826	22.1255	1.29960	806.18	1.04772	3.26	0
77	11:45:17.97	0.0620	21.11788	21.83	47.42	1.2	0.998826	22.1258	1.29960	806.18	1.04773	3.26	0
78	11:45:18.27	0.0625	21.11760	21.83	47.42	1.2	0.998814	22.1249	1.29960	806.16	1.04770	3.26	0
79	11:45:18.57	0.0630	21.11753	21.83	47.42	1.2	0.998814	22.1255	1.29960	806.18	1.04773	3.26	0
80	11:45:18.87	0.0625	21.11767	21.83	47.42	1.2	0.998820	22.1260	1.29964	806.18	1.04775	3.26	0
81	11:45:19.17	0.0605	21.11851	21.83	47.42	1.2	0.998856	22.1257	1.29960	806.16	1.04770	3.26	0
82	11:45:19.47	0.0600	21.11858	21.83	47.42	1.2	0.998862	22.1261	1.29960	806.18	1.04771	3.26	0
83	11:45:19.77	0.0620	21.11781	21.83	47.42	1.2	0.998826	22.1254	1.29964	806.16	1.04771	3.26	0
84	11:45:20.08	0.0620	21.11781	21.83	47.42	1.2	0.998826	22.1255	1.29960	806.18	1.04771	3.26	0
85	11:45:20.38	0.0605	21.11837	21.83	47.42	1.2	0.998850	22.1253	1.29960	806.16	1.04768	3.26	0
86	11:45:20.67	0.0625	21.11760	21.83	47.42	1.2	0.998814	22.1249	1.29960	806.16	1.04770	3.26	0
87	11:45:20.97	0.0620	21.11774	21.83	47.42	1.2	0.998820	22.1254	1.29960	806.18	1.04772	3.26	0
88	11:45:21.27	0.0610	21.11823	21.83	47.42	1.2	0.998844	22.1255	1.29964	806.16	1.04770	3.26	0
89	11:45:21.57	0.0625	21.11760	21.83	47.42	1.2	0.998814	22.1253	1.29960	806.18	1.04772	3.26	0
90	11:45:21.87	0.0615	21.11795	21.83	47.42	1.2	0.998832	22.1252	1.29960	806.16	1.04770	3.26	0
91	11:45:22.17	0.0610	21.11816	21.83	47.42	1.2	0.998844	22.1255	1.29960	806.16	1.04770	3.26	0
92	11:45:22.47	0.0625	21.11760	21.83	47.42	1.2	0.998814	22.1243	1.29960	806.16	1.04767	3.26	0
93	11:45:22.77	0.0635	21.11718	21.83	47.42	1.2	0.998796	22.1244	1.29960	806.16	1.04770	3.26	0
94	11:45:23.07	0.0615	21.11802	21.83	47.42	1.2	0.998832	22.1252	1.29960	806.16	1.04770	3.26	0
95	11:45:23.37	0.0610	21.11830	21.83	47.42	1.2	0.998850	22.1257	1.29960	806.16	1.04770	3.26	0
96	11:45:23.67	0.0615	21.11802	21.83	47.42	1.2	0.998832	22.1252	1.29960	806.18	1.04770	3.26	0
97	11:45:23.97	0.0615	21.11809	21.83	47.42	1.2	0.998838	22.1253	1.29960	806.16	1.04770	3.26	0
98	11:45:24.27	0.0620	21.11774	21.83	47.42	1.2	0.998826	22.1252	1.29960	806.18	1.04770	3.26	0
99	11:45:24.57	0.0635	21.11725	21.83	47.42	1.2	0.998796	22.1255	1.29964	806.18	1.04774	3.26	0
100	11:45:24.87	0.0605	21.11844	21.83	47.42	1.2	0.998856	22.1257	1.29960	806.16	1.04770	3.26	0
101	11:45:25.17	0.0610	21.11823	21.83	47.42	1.2	0.998844	22.1258	1.29960	806.18	1.04771	3.26	0
102	11:45:25.47	0.0610	21.11830	21.83	47.42	1.2	0.998850	22.1261	1.29964	806.18	1.04772	3.26	0
103	11:45:25.77	0.0630	21.11739	21.83	47.42	1.2	0.998808	22.1254	1.29964	806.18	1.04773	3.26	0
104	11:45:26.07	0.0605	21.11851	21.83	47.42	1.2	0.998862	22.1253	1.29960	806.16	1.04767	3.26	0
105	11:45:26.37	0.0605	21.11851	21.83	47.42	1.2	0.998856	22.1255	1.29960	806.16	1.04768	3.26	0
106	11:45:26.67	0.0615	21.11802	21.83	47.42	1.2	0.998838	22.1259	1.29964	806.18	1.04773	3.26	0
107	11:45:26.97	0.0620	21.11774	21.83	47.42	1.2	0.998820	22.1255	1.29964	806.18	1.04772	3.26	0
108	11:45:27.27	0.0635	21.11718	21.83	47.42	1.2	0.998796	22.1252	1.29964	806.18	1.04773	3.26	0
109	11:45:27.57	0.0620	21.11781	21.83	47.42	1.2	0.998826	22.1252	1.29960	806.18	1.04770	3.26	0
110	11:45:27.87	0.0610	21.11823	21.83	47.42	1.2	0.998844	22.1251	1.29960	806.16	1.04768	3.26	0
111	11:45:28.17	0.0620	21.11788	21.83	47.42	1.2	0.998826	22.1252	1.29960	806.16	1.04770	3.26	0
112	11:45:28.47	0.0605	21.11837	21.83	47.45	1.2	0.998850	22.1257	1.29960	806.16	1.04770	3.26	0
113	11:45:28.77	0.0625	21.11753	21.83	47.45	1.2	0.998814	22.1254	1.29964	806.18	1.04773	3.26	0
114	11:45:29.07	0.0605	21.11837	21.83	47.45	1.2	0.998856	22.1252	1.29960	806.16	1.04767	3.26	0
115	11:45:29.37	0.0635	21.11711	21.83	47.45	1.2	0.998796	22.1257	1.29964	806.20	1.04776	3.26	0
116	11:45:29.67	0.0600	21.11851	21.83	47.45	1.2	0.998862	22.1259	1.29960	806.18	1.04770	3.26	0
117	11:45:29.97	0.0615	21.11802	21.83	47.45	1.2	0.998838	22.1255	1.29960	806.16	1.04771	3.26	0
118	11:45:30.27	0.0610	21.11809	21.83	47.45	1.2	0.998844	22.1257	1.29960	806.18	1.04771	3.26	0
119	11:45:30.57	0.0615	21.11795	21.83	47.45	1.2	0.998832	22.1255	1.29964	806.16	1.04771	3.26	0
120	11:45:30.87	0.0620	21.11774	21.83	47.45	1.2	0.998826	22.1257	1.29964	806.18	1.04773	3.26	0
121	11:45:31.17	0.0625	21.11753	21.83	47.45	1.2	0.998814	22.1254	1.29964	806.18	1.04773	3.26	0
122	11:45:31.47	0.0630	21.11746	21.83	47.45	1.2	0.998814	22.1255	1.29964	806.18	1.04773	3.26	0
123	11:45:31.77	0.0620	21.11774	21.83	47.45	1.2	0.998820	22.1257	1.29964	806.16	1.04773	3.26	0
124	11:45:32.07	0.0615	21.11795	21.83	47.45	1.2	0.998832	22.1261	1.29964	806.18	1.04774	3.26	0
125	11:45:32.37	0.0630	21.11746	21.83	47.45	1.2	0.998808	22.1252	1.29964	806.18	1.04772	3.26	0
126	11:45:32.67	0.0605	21.11844	21.83	47.45	1.2	0.998856	22.1262	1.29960	806.18	1.04772	3.26	0
127	11:45:32.97	0.0615	21.11795	21.83	47.45	1.2	0.998832	22.1259	1.29964	806.18	1.04773	3.26	0
128	11:45:33.27	0.0615	21.11788	21.83	47.45	1.2	0.998832	22.1260	1.29964	806.16	1.04774	3.26	0
129	11:45:33.57	0.0610	21.11830	21.83	47.45	1.2	0.998850	22.1252	1.29960	806.16	1.04768	3.26	0
130	11:45:33.87	0.0600	21.11865	21.83	47.45	1.2	0.998868	22.1258	1.29960	806.16	1.04769	3.26	0
131	11:45:34.17	0.0610	21.11802	21.84	47.45	1.2	0.998844	22.1259	1.29964	806.18	1.04773	3.26	0
132	11:45:34.47	0.0605	21.11830	21.84	47.45	1.2	0.998856	22.1259	1.29960	806.18	1.04771	3.26	0
133	11:45:34.77	0.0610	21.11823	21.83	47.45	1.2	0.998844	22.1262	1.29964	806.18	1.04773	3.26	0
134	11:45:35.07	0.0630	21.11739	21.83	47.45	1.2	0.998808	22.1262	1.29964	806.20	1.04777	3.26	0
135	11:45:35.37	0.0620	21.11774	21.83	47.45	1.2	0.998826	22.1260	1.29964	806.18	1.04774	3.26	0
136	11:45:35.67	0.0625	21.11760	21.83	47.45	1.2	0.998820	22.1256	1.29964	806.18	1.04773	3.26	0
137	11:45:35.97	0.0610	21.11816	21.83	47.45	1.2	0.998844	22.1253	1.29960	806.16	1.04769	3.26	0
138	11:45:36.27	0.0625	21.11760	21.83	47.45	1.2	0.998820	22.1255	1.29964	806.18	1.04773	3.26	0
139	11:45:36.57	0.0615	21.11795	21.83	47.45	1.2	0.998832	22.1256	1.29964	806.16	1.04772	3.26	0
140	11:45:36.87	0.0630	21.11746	21.83	47.45	1.2	0.998814	22.1264	1.29964	806.20	1.04778	3.26	0
141	11:45:37.17	0.0620	21.11781	21.83	47.45	1.2	0.998826	22.1252	1.29960	806.18	1.04771	3.26	0
142	11:45:37.47	0.0620	21.11781	21.83	47.45	1.2	0.998826	22.1260	1.29964	806.20	1.04774	3.26	0
143	11:45:37.77	0.0625	21.11760	21.83	47.45	1.2	0.998820	22.1251	1.29960	806.16	1.04771	3.26	0
144	11:45:38.07	0.0620	21.11774	21.83	47.45	1.2	0.998826	22.1255	1.29960	806.18	1.04772	3.26	0
145	11:45:38.37	0.0625	21.11753	21.84	47.45	1.2	0.998820	22.1257	1.29964	806.18	1.04774	3.26	0
146	11:45:38.67	0.0610	21.11809	21.84	47.45	1.2	0.998844	22.1255	1.29960	806.18	1.04770	3.26	0
147	11:45:38.97	0.0630	21.11746	21.83	47.45	1.2	0.998814	22.1252	1.29960	806.18	1.04772	3.26	0
148	11:45:39.27	0.0595	21.11872	21.83	47.45	1.2	0.998868	22.1255	1.29960	806.14	1.04767	3.26	0
149	11:45:39.57	0.0605	21.11837	21.83	47.45	1.2	0.998850	22.1255	1.29960	806.16	1.04769	3.26	0
150	11:45:39.87	0.0625	21.11760	21.83	47.45	1.2	0.998820	22.1256	1.29964	806.18	1.04773	3.26	0
151	11:45:40.17	0.0610	21.11823	21.83	47.45	1.2	0.998850	22.1260	1.29960	806.18	1.04772	3.26	0
152	11:45:40.49	0.0610	21.11823	21.83	47.45	1.2	0.998850	22.1257	1.29960	806.16	1.04770	3.26	0
153	11:45:40.77	0.0600	21.11851	21.83	47.45	1.2	0.998862	22.1261	1.29960	806.18	1.04771	3.26	0
154	11:45:41.07	0.0630	21.11732	21.83	47.45	1.2	0.998802	22.1255	1.29964	806.18	1.04774	3.26	0
155	11:45:41.37	0.0605	21.11837	21.83	47.45	1.2	0.998850	22.1255	1.29960	806.16	1.04769	3.26	0
156	11:45:41.67	0.0615	21.11802	21.83	47.45	1.2	0.998838	22.1250	1.29960	806.16	1.04768	3.26	0
157	11:45:41.97	0.0645	21.11683	21.83	47.45	1.2	0.998778	22.1255	1.29964	806.18	1.04776	3.26	0
158	11:45:42.27	0.0610	21.11816	21.83	47.45	1.2	0.998844	22.1257	1.29964	806.16	1.04771	3.26	0
159	11:45:42.57	0.0625	21.11753	21.83	47.45	1.2	0.998814	22.1257	1.29964	806.18	1.04774	3.26	0
160	11:45:42.87	0.0610	21.11816	21.83	47.45	1.2	0.998844	22.1255	1.29960	806.16	1.04770	3.26	0
161	11:45:43.17	0.0635	21.11732	21.83	47.45	1.2	0.998802	22.1259	1.29964	806.20	1.04776	3.26	0
162	11:45:43.47	0.0635	21.11732	21.83	47.45	1.2	0.998802	22.1257	1.29964	806.18	1.04775	3.26	0
163	11:45:43.77	0.0630	21.11746	21.83	47.45	1.2	0.998808	22.1255	1.29964	806.18	1.04773	3.26	0
164	11:45:44.07	0.0605	21.11851	21.83	47.45	1.2	0.998862	22.1257	1.29960	806.18	1.04770	3.26	0
165	11:45:44.37	0.0610	21.11809	21.83	47.45	1.2	0.998844	22.1255	1.29960	806.16	1.04770	3.26	0
166	11:45:44.67	0.0610	21.11823	21.83	47.45	1.2	0.998850	22.1259	1.29960	806.18	1.04772	3.26	0
167	11:45:44.97	0.0615	21.11802	21.83	47.45	1.2	0.998838	22.1251	1.29960	806.16	1.04769	3.26	0
168	11:45:45.27	0.0625	21.11760	21.83	47.45	1.2	0.998814	22.1253	1.29964	806.18	1.04772	3.26	0
169	11:45:45.57	0.0615	21.11809	21.83	47.45	1.2	0.998838	22.1256	1.29960	806.18	1.04771	3.26	0
170	11:45:45.87	0.0625	21.11760	21.83	47.45	1.2	0.998814	22.1252	1.29960	806.18	1.04771	3.26	0
171	11:45:46.17	0.0630	21.11732	21.83	47.45	1.2	0.998802	22.1254	1.29964	806.18	1.04774	3.26	0
172	11:45:46.47	0.0625	21.11767	21.83	47.45	1.2	0.998820	22.1257	1.29964	806.18	1.04773	3.26	0
173	11:45:46.77	0.0615	21.11788	21.83	47.45	1.2	0.998832	22.1250	1.29960	806.16	1.04769	3.26	0
174	11:45:47.07	0.0615	21.11795	21.83	47.45	1.2	0.998832	22.1254	1.29960	806.18	1.04771	3.26	0
175	11:45:47.37	0.0610	21.11830	21.83	47.45	1.2	0.998850	22.1257	1.29960	806.18	1.04771	3.26	0
176	11:45:47.67	0.0620	21.11788	21.83	47.45	1.2	0.998832	22.1257	1.29960	806.18	1.04773	3.26	0
177	11:45:47.97	0.0600	21.11872	21.83	47.45	1.2	0.998868	22.1259	1.29960	806.16	1.04770	3.26	0
178	11:45:48.27	0.0625	21.11767	21.83	47.45	1.2	0.998820	22.1254	1.29964	806.16	1.04771	3.26	0
179	11:45:48.57	0.0635	21.11725	21.83	47.45	1.2	0.998802	22.1250	1.29964	806.18	1.04772	3.26	0
180	11:45:48.87	0.0615	21.11802	21.83	47.45	1.2	0.998838	22.1252	1.29960	806.16	1.04770	3.26	0
181	11:45:49.17	0.0620	21.11774	21.83	47.45	1.2	0.998826	22.1257	1.29964	806.18	1.04773	3.26	0
182	11:45:49.47	0.0610	21.11816	21.83	47.45	1.2	0.998844	22.1257	1.29960	806.18	1.04771	3.26	0
183	11:45:49.77	0.0615	21.11809	21.83	47.45	1.2	0.998838	22.1257	1.29960	806.18	1.04771	3.26	0
184	11:45:50.07	0.0625	21.11760	21.83	47.45	1.2	0.998820	22.1257	1.29964	806.18	1.04774	3.26	0
185	11:45:50.37	0.0615	21.11795	21.83	47.45	1.2	0.998832	22.1259	1.29964	806.18	1.04773	3.26	0
186	11:45:50.67	0.0610	21.11823	21.83	47.45	1.2	0.998844	22.1250	1.29960	806.16	1.04768	3.26	0
187	11:45:50.97	0.0610	21.11816	21.83	47.45	1.2	0.998844	22.1255	1.29960	806.16	1.04770	3.26	0
188	11:45:51.27	0.0635	21.11718	21.83	47.45	1.2	0.998796	22.1253	1.29964	806.18	1.04774	3.26	0
189	11:45:51.57	0.0605	21.11851	21.83	47.45	1.2	0.998856	22.1259	1.29960	806.16	1.04770	3.26	0
190	11:45:51.87	0.0610	21.11816	21.83	47.45	1.2	0.998844	22.1250	1.29960	806.16	1.04768	3.26	0
191	11:45:52.17	0.0620	21.11781	21.83	47.45	1.2	0.998826	22.1252	1.29960	806.16	1.04770	3.26	0
192	11:45:52.47	0.0640	21.11704	21.83	47.45	1.2	0.998790	22.1249	1.29964	806.18	1.04773	3.26	0
193	11:45:52.77	0.0620	21.11788	21.83	47.45	1.2	0.998832	22.1249	1.29960	806.16	1.04768	3.26	0
194	11:45:53.07	0.0600	21.11865	21.83	47.45	1.2	0.998868	22.1256	1.29960	806.16	1.04768	3.26	0
195	11:45:53.37	0.0625	21.11760	21.83	47.45	1.2	0.998814	22.1248	1.29960	806.16	1.04770	3.26	0
196	11:45:53.67	0.0610	21.11809	21.83	47.48	1.2	0.998844	22.1250	1.29960	806.16	1.04768	3.26	0
197	11:45:53.97	0.0620	21.11788	21.83	47.48	1.2	0.998832	22.1248	1.29960	806.16	1.04768	3.26	0
198	11:45:54.27	0.0635	21.11725	21.83	47.45	1.2	0.998796	22.1250	1.29964	806.16	1.04773	3.26	0
199	11:45:54.57	0.0620	21.11781	21.83	47.45	1.2	0.998826	22.1254	1.29960	806.18	1.04771	3.26	0
200	11:45:54.87	0.0620	21.11774	21.83	47.48	1.2	0.998826	22.1261	1.29964	806.20	1.04775	3.26	0
201	11:45:55.17	0.0620	21.11781	21.83	47.48	1.2	0.998826	22.1264	1.29964	806.20	1.04776	3.26	0
202	11:45:55.47	0.0615	21.11788	21.83	47.45	1.2	0.998832	22.1257	1.29960	806.18	1.04773	3.26	0
203	11:45:55.77	0.0610	21.11830	21.83	47.45	1.2	0.998850	22.1254	1.29960	806.16	1.04769	3.26	0
204	11:45:56.07	0.0620	21.11788	21.83	47.45	1.2	0.998832	22.1261	1.29964	806.18	1.04774	3.26	0
205	11:45:56.37	0.0605	21.11844	21.83	47.45	1.2	0.998856	22.1261	1.29960	806.18	1.04772	3.26	0
206	11:45:56.67	0.0625	21.11760	21.83	47.48	1.2	0.998820	22.1258	1.29964	806.18	1.04774	3.26	0
207	11:45:56.97	0.0620	21.11774	21.83	47.48	1.2	0.998826	22.1253	1.29960	806.16	1.04771	3.26	0
208	11:45:57.27	0.0620	21.11767	21.83	47.48	1.2	0.998826	22.1254	1.29964	806.18	1.04772	3.26	0
209	11:45:57.57	0.0625	21.11746	21.83	47.48	1.2	0.998814	22.1252	1.29960	806.18	1.04772	3.26	0
210	11:45:57.87	0.0615	21.11795	21.83	47.48	1.2	0.998832	22.1259	1.29964	806.18	1.04773	3.26	0
211	11:45:58.17	0.0620	21.11774	21.83	47.48	1.2	0.998826	22.1262	1.29964	806.20	1.04775	3.26	0
212	11:45:58.47	0.0600	21.11851	21.83	47.48	1.2	0.998862	22.1268	1.29964	806.18	1.04774	3.26	0
213	11:45:58.77	0.0610	21.11816	21.83	47.48	1.2	0.998844	22.1259	1.29960	806.18	1.04772	3.26	0
214	11:45:59.07	0.0610	21.11816	21.83	47.48	1.2	0.998844	22.1252	1.29960	806.16	1.04769	3.26	0
215	11:45:59.37	0.0630	21.11732	21.83	47.48	1.2	0.998808	22.1254	1.29964	806.18	1.04773	3.26	0
216	11:45:59.67	0.0605	21.11844	21.83	47.48	1.2	0.998856	22.1255	1.29960	806.16	1.04769	3.26	0
217	11:45:59.97	0.0625	21.11753	21.83	47.48	1.2	0.998814	22.1257	1.29964	806.18	1.04774	3.26	0
