Title;
Time;Conc5_TC
25.05.2026 17:37:42;109634.51
25.05.2026 17:37:43;111549.82
25.05.2026 17:37:44;112585.086
25.05.2026 17:37:45;114284.36
25.05.2026 17:37:46;115652.35
25.05.2026 17:37:47;116956.375
25.05.2026 17:37:48;117820.68
25.05.2026 17:37:49;118506.54
25.05.2026 17:37:50;119003.26
25.05.2026 17:37:51;119708.94
25.05.2026 17:37:52;120116.76
25.05.2026 17:37:53;120705.4
25.05.2026 17:37:54;120918.95
25.05.2026 17:37:55;121367.07
25.05.2026 17:37:56;121531.164
25.05.2026 17:37:57;121783.57
25.05.2026 17:37:58;121996.25
25.05.2026 17:37:59;122267.9
25.05.2026 17:38:00;122354.125
25.05.2026 17:38:01;122564.29
25.05.2026 17:38:02;122755.87
25.05.2026 17:38:03;122953.94
25.05.2026 17:38:04;123060.16
25.05.2026 17:38:05;123149.805
25.05.2026 17:38:06;123210.86
25.05.2026 17:38:07;123294.195
25.05.2026 17:38:08;123350.484
25.05.2026 17:38:09;123468.43
25.05.2026 17:38:10;123531.766
25.05.2026 17:38:11;123587.69
25.05.2026 17:38:12;123621.81
25.05.2026 17:38:13;123689.12
25.05.2026 17:38:14;123736.69
25.05.2026 17:38:15;123792.54
25.05.2026 17:38:16;123823.27
25.05.2026 17:38:17;123872.15
25.05.2026 17:38:18;123915.09
25.05.2026 17:38:19;123953.3
25.05.2026 17:38:20;123971.836
25.05.2026 17:38:21;124005.58
25.05.2026 17:38:22;124028.805
25.05.2026 17:38:23;124061.24
25.05.2026 17:38:24;124086.1
25.05.2026 17:38:25;124106.92
25.05.2026 17:38:26;124121.23
25.05.2026 17:38:27;124148.945
25.05.2026 17:38:28;124172.73
25.05.2026 17:38:29;124199.07
25.05.2026 17:38:30;124213.65
25.05.2026 17:38:31;124237.69
25.05.2026 17:38:32;124253.3
25.05.2026 17:38:33;124272.93
25.05.2026 17:38:34;124283.07
25.05.2026 17:38:35;124293.38
25.05.2026 17:38:36;124299.94
25.05.2026 17:38:37;124318.19
25.05.2026 17:38:38;124328.42
25.05.2026 17:38:39;124337.21
25.05.2026 17:38:40;124343.375
25.05.2026 17:38:41;124352.984
25.05.2026 17:38:42;124359.54
25.05.2026 17:38:43;124370.48
25.05.2026 17:38:44;124376.42
25.05.2026 17:38:45;124382.54
25.05.2026 17:38:46;124386.25
25.05.2026 17:38:47;124393.086
25.05.2026 17:38:48;124395.3
25.05.2026 17:38:49;124401.15
25.05.2026 17:38:50;124407.305
25.05.2026 17:38:51;124418.58
25.05.2026 17:38:52;124427.11
25.05.2026 17:38:53;124432.516
25.05.2026 17:38:54;124437.59
25.05.2026 17:38:55;124443.07
25.05.2026 17:38:56;124449.36
25.05.2026 17:38:57;124458.95
25.05.2026 17:38:58;124459.555
25.05.2026 17:38:59;124464.02
25.05.2026 17:39:00;124463.93
25.05.2026 17:39:01;124470.516
25.05.2026 17:39:02;124474.055
25.05.2026 17:39:03;124482.45
