Title;
Time;Conc5_TC
29.05.2026 12:52:15;171979.89
29.05.2026 12:52:16;178774.06
29.05.2026 12:52:17;185701.53
29.05.2026 12:52:18;189345.11
29.05.2026 12:52:19;193955.53
29.05.2026 12:52:20;196304.53
29.05.2026 12:52:21;199025.78
29.05.2026 12:52:22;200644.2
29.05.2026 12:52:23;202662.16
29.05.2026 12:52:24;203820.1
29.05.2026 12:52:25;205186.9
29.05.2026 12:52:26;205834.53
29.05.2026 12:52:27;206648.72
29.05.2026 12:52:28;207108.64
29.05.2026 12:52:29;207763.31
29.05.2026 12:52:30;208085.72
29.05.2026 12:52:31;208533.47
29.05.2026 12:52:32;208773.5
29.05.2026 12:52:33;209078.12
29.05.2026 12:52:34;209252.73
29.05.2026 12:52:35;209461.56
29.05.2026 12:52:36;209592.03
29.05.2026 12:52:37;209761.22
29.05.2026 12:52:38;209867.83
29.05.2026 12:52:39;209990.45
29.05.2026 12:52:40;210058.7
29.05.2026 12:52:41;210154.45
29.05.2026 12:52:42;210206.69
29.05.2026 12:52:43;210279.53
29.05.2026 12:52:44;210327.8
29.05.2026 12:52:45;210388.06
29.05.2026 12:52:46;210422.86
29.05.2026 12:52:47;210476.28
29.05.2026 12:52:48;210501
29.05.2026 12:52:49;210538.22
29.05.2026 12:52:50;210561.64
29.05.2026 12:52:51;210589.27
29.05.2026 12:52:52;210612.3
29.05.2026 12:52:53;210639.39
29.05.2026 12:52:54;210658.7
29.05.2026 12:52:55;210682.95
29.05.2026 12:52:56;210696.06
29.05.2026 12:52:57;210721.03
29.05.2026 12:52:58;210735.17
29.05.2026 12:52:59;210759.58
29.05.2026 12:53:00;210773.77
29.05.2026 12:53:01;210793.44
29.05.2026 12:53:02;210803.56
29.05.2026 12:53:03;210827.4
29.05.2026 12:53:04;210838.14
29.05.2026 12:53:05;210855.94
29.05.2026 12:53:06;210865.94
29.05.2026 12:53:07;210883.98
29.05.2026 12:53:08;210894.64
29.05.2026 12:53:09;210902.06
29.05.2026 12:53:10;210911.27
29.05.2026 12:53:11;210925.34
29.05.2026 12:53:12;210932.53
29.05.2026 12:53:13;210944.36
29.05.2026 12:53:14;210952.27
29.05.2026 12:53:15;210970.14
29.05.2026 12:53:16;210975.75
29.05.2026 12:53:17;210987.38
29.05.2026 12:53:18;210995.9
29.05.2026 12:53:19;211002.1
29.05.2026 12:53:20;211009.64
29.05.2026 12:53:21;211019.66
29.05.2026 12:53:22;211025.05
29.05.2026 12:53:23;211030.23
29.05.2026 12:53:24;211032.06
29.05.2026 12:53:25;208106.89
29.05.2026 12:53:26;209042.34
29.05.2026 12:53:27;210102.89
29.05.2026 12:53:28;210383.38
